fiber	n	d	status	jacobian_order
t1_2	0	1	boundary	0
t1_2	1	1	boundary	0
t1_2	2	1	good_allowed	1536
t1_2	4	1	good_allowed	1536
t1_2	5	1	boundary	0
t1_2	10	1	boundary	0
t1_2	12	1	good_allowed	1536
t1_2	15	1	boundary	0
t1_2	19	1	good_allowed	1536
t1_2	21	1	good_allowed	1536
t1_2	23	1	boundary	0
t1_2	26	1	boundary	0
t1_2	28	1	good_allowed	1536
t1_2	29	1	boundary	0
t1_2	30	1	good_allowed	1536
t1_2	34	1	good_allowed	1536
t1_2	36	1	boundary	0
t1_2	1	0	boundary	0
t2_3	0	1	boundary	0
t2_3	1	1	boundary	0
t2_3	2	1	good_allowed	1536
t2_3	3	1	boundary	0
t2_3	8	1	good_allowed	1536
t2_3	12	1	good_allowed	1536
t2_3	14	1	good_allowed	1536
t2_3	19	1	good_allowed	1536
t2_3	22	1	good_allowed	1536
t2_3	25	1	boundary	0
t2_3	32	1	good_allowed	1536
t2_3	34	1	good_allowed	1536
t2_3	36	1	boundary	0
t2_3	1	0	boundary	0
