family	n	d	parameter	status	jacobian_order
1	0	1	0	boundary	0
1	1	1	1	boundary	0
1	2	1	2	good_allowed	2304
1	6	1	6	good_allowed	2880
1	7	1	7	good_allowed	3072
1	9	1	9	good_allowed	2880
1	14	1	14	good_allowed	3072
1	15	1	15	good_allowed	2880
1	17	1	17	good_allowed	2304
1	19	1	19	good_allowed	3072
1	25	1	25	good_allowed	2304
1	26	1	26	boundary	0
1	27	1	27	good_allowed	2304
1	33	1	33	good_allowed	3072
1	35	1	35	good_allowed	2304
1	37	1	37	good_allowed	2880
1	38	1	38	good_allowed	3072
1	43	1	43	good_allowed	2880
1	45	1	45	good_allowed	3072
1	46	1	46	good_allowed	2880
1	50	1	50	good_allowed	2304
1	51	1	51	boundary	0
1	52	1	52	boundary	0
1	1	0	infinity	boundary	0
2	0	1	0	boundary	0
2	1	1	1	boundary	0
2	3	1	3	good_allowed	2880
2	6	1	6	good_allowed	2304
2	8	1	8	good_allowed	3072
2	9	1	9	good_allowed	2304
2	10	1	10	good_allowed	2880
2	11	1	11	good_allowed	2880
2	16	1	16	good_allowed	2880
2	18	1	18	good_allowed	2880
2	20	1	20	good_allowed	3072
2	23	1	23	boundary	0
2	24	1	24	good_allowed	2880
2	29	1	29	good_allowed	2880
2	30	1	30	boundary	0
2	33	1	33	good_allowed	3072
2	35	1	35	good_allowed	2880
2	37	1	37	good_allowed	2880
2	42	1	42	good_allowed	2880
2	43	1	43	good_allowed	2880
2	44	1	44	good_allowed	2304
2	45	1	45	good_allowed	3072
2	47	1	47	good_allowed	2304
2	50	1	50	good_allowed	2880
2	52	1	52	boundary	0
2	1	0	infinity	boundary	0
3	0	1	0	boundary	0
3	1	1	1	boundary	0
3	2	1	2	good_allowed	3072
3	3	1	3	good_allowed	3072
3	6	1	6	good_allowed	2304
3	7	1	7	good_allowed	2304
3	8	1	8	good_allowed	3072
3	9	1	9	good_allowed	2304
3	11	1	11	good_allowed	3072
3	12	1	12	good_allowed	2304
3	14	1	14	good_allowed	2304
3	15	1	15	good_allowed	2304
3	18	1	18	good_allowed	3072
3	19	1	19	good_allowed	2304
3	20	1	20	good_allowed	3072
3	22	1	22	good_allowed	2304
3	23	1	23	boundary	0
3	24	1	24	good_allowed	3072
3	26	1	26	good_allowed	3072
3	27	1	27	good_allowed	3072
3	29	1	29	good_allowed	3072
3	30	1	30	boundary	0
3	31	1	31	good_allowed	2304
3	33	1	33	good_allowed	3072
3	34	1	34	good_allowed	2304
3	35	1	35	good_allowed	3072
3	38	1	38	good_allowed	2304
3	39	1	39	good_allowed	2304
3	41	1	41	good_allowed	2304
3	42	1	42	good_allowed	3072
3	44	1	44	good_allowed	2304
3	45	1	45	good_allowed	3072
3	46	1	46	good_allowed	2304
3	47	1	47	good_allowed	2304
3	50	1	50	good_allowed	3072
3	51	1	51	good_allowed	3072
3	52	1	52	boundary	0
3	1	0	infinity	boundary	0
