fiber	n	d	status	jacobian_order
t1_2	0	1	boundary	0
t1_2	1	1	boundary	0
t1_2	2	1	boundary	0
t1_2	3	1	good_allowed	768
t1_2	5	1	good_allowed	768
t1_2	7	1	good_allowed	768
t1_2	8	1	good_allowed	768
t1_2	9	1	boundary	0
t1_2	10	1	good_allowed	768
t1_2	11	1	good_allowed	768
t1_2	12	1	boundary	0
t1_2	13	1	good_allowed	768
t1_2	14	1	good_allowed	768
t1_2	16	1	good_allowed	768
t1_2	17	1	good_allowed	768
t1_2	18	1	boundary	0
t1_2	19	1	good_allowed	768
t1_2	21	1	good_allowed	768
t1_2	22	1	boundary	0
t1_2	1	0	boundary	0
t2_3	0	1	boundary	0
t2_3	1	1	boundary	0
t2_3	2	1	good_allowed	384
t2_3	3	1	boundary	0
t2_3	4	1	good_allowed	384
t2_3	5	1	good_allowed	384
t2_3	6	1	good_allowed	384
t2_3	7	1	good_allowed	384
t2_3	8	1	boundary	0
t2_3	9	1	good_allowed	384
t2_3	10	1	good_allowed	384
t2_3	11	1	good_allowed	384
t2_3	12	1	good_allowed	384
t2_3	13	1	boundary	0
t2_3	14	1	good_allowed	384
t2_3	16	1	boundary	0
t2_3	18	1	good_allowed	384
t2_3	21	1	good_allowed	384
t2_3	22	1	boundary	0
t2_3	1	0	boundary	0
