a	b	c	d	signs	primitive_a	primitive_b	primitive_c	primitive_d	rectangle	known_bank	local_contact	deep11	deep13
7	385	693	875	0	1	55	99	125	0	1	0	0	0
8	12	48	72	6	2	3	-12	-18	1	0	0	0	0
8	15	192	360	0	8	15	192	360	1	1	0	0	0
8	16	32	400	6	1	2	-4	-50	0	0	0	0	0
8	16	92	184	0	2	4	23	46	1	1	0	0	0
8	17	64	136	0	8	17	64	136	1	1	0	0	0
8	22	32	88	0	4	11	16	44	1	1	0	0	0
8	100	200	400	6	2	25	-50	-100	0	0	0	0	0
8	128	144	400	6	1	16	-18	-50	0	0	0	0	0
8	200	320	980	6	2	50	-80	-245	0	0	0	0	0
8	440	792	1000	0	1	55	99	125	0	1	0	0	0
9	15	159	265	6	9	15	-159	-265	1	0	0	0	0
9	18	36	450	6	1	2	-4	-50	0	0	0	0	0
9	21	51	119	0	9	21	51	119	1	1	0	0	0
9	135	225	735	6	3	45	-75	-245	0	0	0	0	0
9	144	162	450	6	1	16	-18	-50	0	0	0	0	0
9	147	225	243	6	3	49	-75	-81	0	0	0	0	0
10	15	60	90	6	2	3	-12	-18	1	0	0	0	0
10	17	260	442	6	10	17	-260	-442	1	0	0	0	0
10	20	40	500	6	1	2	-4	-50	0	0	0	0	0
10	20	115	230	0	2	4	23	46	1	1	0	0	0
10	98	175	560	6	10	98	-175	-560	0	0	0	0	0
10	125	250	500	6	2	25	-50	-100	0	0	0	0	0
10	160	180	500	6	1	16	-18	-50	0	0	0	0	0
11	19	451	779	6	11	19	-451	-779	1	0	0	0	0
11	22	44	550	6	1	2	-4	-50	0	0	0	0	0
11	33	39	117	0	11	33	39	117	1	1	0	0	0
11	169	171	209	6	11	169	-171	-209	0	0	0	0	0
11	176	198	550	6	1	16	-18	-50	0	0	0	0	0
12	18	72	108	6	2	3	-12	-18	1	0	0	0	0
12	24	48	600	6	1	2	-4	-50	0	0	0	0	0
12	24	138	276	0	2	4	23	46	1	1	0	0	0
12	33	48	132	0	4	11	16	44	1	1	0	0	0
12	40	90	300	6	6	20	-45	-150	1	0	0	0	0
12	63	112	588	6	12	63	-112	-588	1	0	0	0	0
12	150	196	288	6	6	75	-98	-144	0	0	0	0	0
12	150	300	600	6	2	25	-50	-100	0	0	0	0	0
12	180	300	980	6	3	45	-75	-245	0	0	0	0	0
12	192	216	600	6	1	16	-18	-50	0	0	0	0	0
12	196	300	324	6	3	49	-75	-81	0	0	0	0	0
13	26	52	650	6	1	2	-4	-50	0	0	0	0	0
13	27	117	243	0	13	27	117	243	1	1	0	0	0
13	208	234	650	6	1	16	-18	-50	0	0	0	0	0
13	276	624	828	0	13	276	624	828	0	1	0	0	0
13	325	405	845	6	13	325	-405	-845	0	0	0	0	0
14	21	84	126	6	2	3	-12	-18	1	0	0	0	0
14	26	406	754	0	7	13	203	377	1	1	0	0	0
14	28	56	700	6	1	2	-4	-50	0	0	0	0	0
14	28	161	322	0	2	4	23	46	1	1	0	0	0
14	36	63	162	0	14	36	63	162	1	1	0	0	0
14	49	50	112	6	14	49	-50	-112	0	0	0	0	0
14	49	112	338	6	14	49	-112	-338	0	0	0	0	0
14	175	350	700	6	2	25	-50	-100	0	0	0	0	0
14	224	252	700	6	1	16	-18	-50	0	0	0	0	0
14	242	308	539	6	14	242	-308	-539	0	0	0	0	0
15	30	60	750	6	1	2	-4	-50	0	0	0	0	0
15	36	100	240	6	15	36	-100	-240	1	0	0	0	0
15	48	50	90	6	15	48	-50	-90	0	0	0	0	0
15	147	175	315	6	15	147	-175	-315	0	0	0	0	0
15	240	270	750	6	1	16	-18	-50	0	0	0	0	0
15	245	375	405	6	3	49	-75	-81	0	0	0	0	0
16	24	96	144	6	2	3	-12	-18	1	0	0	0	0
16	30	384	720	0	8	15	192	360	1	1	0	0	0
16	32	64	800	6	1	2	-4	-50	0	0	0	0	0
16	32	184	368	0	2	4	23	46	1	1	0	0	0
16	34	128	272	0	8	17	64	136	1	1	0	0	0
16	44	64	176	0	4	11	16	44	1	1	0	0	0
16	200	400	800	6	2	25	-50	-100	0	0	0	0	0
16	256	288	800	6	1	16	-18	-50	0	0	0	0	0
17	33	255	495	0	17	33	255	495	1	1	0	0	0
17	34	68	850	6	1	2	-4	-50	0	0	0	0	0
17	272	306	850	6	1	16	-18	-50	0	0	0	0	0
18	27	108	162	6	2	3	-12	-18	1	0	0	0	0
18	30	318	530	6	9	15	-159	-265	1	0	0	0	0
18	36	72	900	6	1	2	-4	-50	0	0	0	0	0
18	36	207	414	0	2	4	23	46	1	1	0	0	0
18	39	132	286	0	18	39	132	286	1	1	0	0	0
18	42	102	238	0	9	21	51	119	1	1	0	0	0
18	57	60	190	0	18	57	60	190	1	1	0	0	0
18	60	135	450	6	6	20	-45	-150	1	0	0	0	0
18	225	294	432	6	6	75	-98	-144	0	0	0	0	0
18	225	450	900	6	2	25	-50	-100	0	0	0	0	0
18	288	324	900	6	1	16	-18	-50	0	0	0	0	0
18	294	450	486	6	3	49	-75	-81	0	0	0	0	0
19	31	247	403	6	19	31	-247	-403	1	0	0	0	0
19	38	76	950	6	1	2	-4	-50	0	0	0	0	0
19	304	342	950	6	1	16	-18	-50	0	0	0	0	0
20	30	120	180	6	2	3	-12	-18	1	0	0	0	0
20	34	520	884	6	10	17	-260	-442	1	0	0	0	0
20	40	80	1000	6	1	2	-4	-50	0	0	0	0	0
20	40	230	460	0	2	4	23	46	1	1	0	0	0
20	48	105	252	0	20	48	105	252	1	1	0	0	0
20	55	80	220	0	4	11	16	44	1	1	0	0	0
20	225	304	380	0	20	225	304	380	0	1	0	0	0
20	250	500	1000	6	2	25	-50	-100	0	0	0	0	0
20	300	363	720	6	20	300	-363	-720	0	0	0	0	0
20	300	720	867	6	20	300	-720	-867	0	0	0	0	0
20	320	360	1000	6	1	16	-18	-50	0	0	0	0	0
21	343	525	567	6	3	49	-75	-81	0	0	0	0	0
22	28	55	70	6	22	28	-55	-70	1	0	0	0	0
22	33	132	198	6	2	3	-12	-18	1	0	0	0	0
22	36	297	486	6	22	36	-297	-486	1	0	0	0	0
22	43	308	602	0	22	43	308	602	1	1	0	0	0
22	44	253	506	0	2	4	23	46	1	1	0	0	0
22	66	78	234	0	11	33	39	117	1	1	0	0	0
22	338	342	418	6	11	169	-171	-209	0	0	0	0	0
23	37	253	407	6	23	37	-253	-407	1	0	0	0	0
24	36	144	216	6	2	3	-12	-18	1	0	0	0	0
24	48	49	72	6	24	48	-49	-72	0	0	0	0	0
24	48	276	552	0	2	4	23	46	1	1	0	0	0
24	51	192	408	0	8	17	64	136	1	1	0	0	0
24	66	96	264	0	4	11	16	44	1	1	0	0	0
24	80	180	600	6	6	20	-45	-150	1	0	0	0	0
24	300	392	576	6	6	75	-98	-144	0	0	0	0	0
24	392	600	648	6	3	49	-75	-81	0	0	0	0	0
25	75	225	363	6	25	75	-225	-363	0	0	0	0	0
26	39	156	234	6	2	3	-12	-18	1	0	0	0	0
26	52	299	598	0	2	4	23	46	1	1	0	0	0
26	54	234	486	0	13	27	117	243	1	1	0	0	0
26	65	124	310	0	26	65	124	310	1	1	0	0	0
27	45	477	795	6	9	15	-159	-265	1	0	0	0	0
27	63	153	357	0	9	21	51	119	1	1	0	0	0
27	98	108	162	6	27	98	-108	-162	0	0	0	0	0
27	405	605	675	6	27	405	-605	-675	0	0	0	0	0
27	441	675	729	6	3	49	-75	-81	0	0	0	0	0
28	42	168	252	6	2	3	-12	-18	1	0	0	0	0
28	47	560	940	6	28	47	-560	-940	1	0	0	0	0
28	49	50	126	6	28	49	-50	-126	0	0	0	0	0
28	49	126	578	6	28	49	-126	-578	0	0	0	0	0
28	56	322	644	0	2	4	23	46	1	1	0	0	0
28	72	126	324	0	14	36	63	162	1	1	0	0	0
28	74	266	703	6	28	74	-266	-703	1	0	0	0	0
28	77	112	308	0	4	11	16	44	1	1	0	0	0
28	98	100	224	6	14	49	-50	-112	0	0	0	0	0
28	98	224	676	6	14	49	-112	-338	0	0	0	0	0
28	192	567	588	6	28	192	-567	-588	0	0	0	0	0
29	71	145	355	0	29	71	145	355	1	1	0	0	0
29	121	125	145	6	29	121	-125	-145	0	0	0	0	0
30	45	48	50	6	30	45	-48	-50	0	0	0	0	0
30	45	50	192	6	30	45	-50	-192	0	0	0	0	0
30	45	180	270	6	2	3	-12	-18	1	0	0	0	0
30	60	345	690	0	2	4	23	46	1	1	0	0	0
30	72	200	480	6	15	36	-100	-240	1	0	0	0	0
30	96	100	180	6	15	48	-50	-90	0	0	0	0	0
30	100	225	750	6	6	20	-45	-150	1	0	0	0	0
30	294	350	630	6	15	147	-175	-315	0	0	0	0	0
30	375	490	720	6	6	75	-98	-144	0	0	0	0	0
30	490	750	810	6	3	49	-75	-81	0	0	0	0	0
31	248	256	392	6	31	248	-256	-392	0	0	0	0	0
32	48	192	288	6	2	3	-12	-18	1	0	0	0	0
32	53	512	848	6	32	53	-512	-848	1	0	0	0	0
32	64	368	736	0	2	4	23	46	1	1	0	0	0
32	68	256	544	0	8	17	64	136	1	1	0	0	0
32	88	128	352	0	4	11	16	44	1	1	0	0	0
33	99	117	351	0	11	33	39	117	1	1	0	0	0
33	507	513	627	6	11	169	-171	-209	0	0	0	0	0
33	539	825	891	6	3	49	-75	-81	0	0	0	0	0
34	41	68	82	6	34	41	-68	-82	1	0	0	0	0
34	51	204	306	6	2	3	-12	-18	1	0	0	0	0
34	66	510	990	0	17	33	255	495	1	1	0	0	0
34	68	391	782	0	2	4	23	46	1	1	0	0	0
34	76	221	494	0	34	76	221	494	1	1	0	0	0
34	289	338	612	6	34	289	-338	-612	0	0	0	0	0
35	63	75	735	6	35	63	-75	-735	0	0	0	0	0
36	39	48	52	6	36	39	-48	-52	1	0	0	0	0
36	48	111	148	6	36	48	-111	-148	1	0	0	0	0
36	54	216	324	6	2	3	-12	-18	1	0	0	0	0
36	57	336	532	6	36	57	-336	-532	1	0	0	0	0
36	72	414	828	0	2	4	23	46	1	1	0	0	0
36	78	264	572	0	18	39	132	286	1	1	0	0	0
36	84	204	476	0	9	21	51	119	1	1	0	0	0
36	99	144	396	0	4	11	16	44	1	1	0	0	0
36	114	120	380	0	18	57	60	190	1	1	0	0	0
36	120	270	900	6	6	20	-45	-150	1	0	0	0	0
36	450	588	864	6	6	75	-98	-144	0	0	0	0	0
36	588	900	972	6	3	49	-75	-81	0	0	0	0	0
38	52	133	182	6	38	52	-133	-182	1	0	0	0	0
38	57	228	342	6	2	3	-12	-18	1	0	0	0	0
38	62	494	806	6	19	31	-247	-403	1	0	0	0	0
38	76	437	874	0	2	4	23	46	1	1	0	0	0
38	87	228	522	0	38	87	228	522	1	1	0	0	0
39	81	351	729	0	13	27	117	243	1	1	0	0	0
39	468	676	768	6	39	468	-676	-768	0	0	0	0	0
40	60	240	360	6	2	3	-12	-18	1	0	0	0	0
40	64	415	664	6	40	64	-415	-664	1	0	0	0	0
40	72	75	240	6	40	72	-75	-240	0	0	0	0	0
40	80	460	920	0	2	4	23	46	1	1	0	0	0
40	85	320	680	0	8	17	64	136	1	1	0	0	0
40	96	210	504	0	20	48	105	252	1	1	0	0	0
40	110	160	440	0	4	11	16	44	1	1	0	0	0
40	450	608	760	0	20	225	304	380	0	1	0	0	0
41	49	121	369	6	41	49	-121	-369	0	0	0	0	0
42	63	252	378	6	2	3	-12	-18	1	0	0	0	0
42	84	483	966	0	2	4	23	46	1	1	0	0	0
42	108	189	486	0	14	36	63	162	1	1	0	0	0
42	127	252	762	6	42	127	-252	-762	1	0	0	0	0
42	147	150	336	6	14	49	-50	-112	0	0	0	0	0
43	57	129	171	6	43	57	-129	-171	1	0	0	0	0
44	56	110	140	6	22	28	-55	-70	1	0	0	0	0
44	66	264	396	6	2	3	-12	-18	1	0	0	0	0
44	72	594	972	6	22	36	-297	-486	1	0	0	0	0
44	112	187	476	6	44	112	-187	-476	1	0	0	0	0
44	121	176	484	0	4	11	16	44	1	1	0	0	0
44	132	156	468	0	11	33	39	117	1	1	0	0	0
44	676	684	836	6	11	169	-171	-209	0	0	0	0	0
45	105	255	595	0	9	21	51	119	1	1	0	0	0
45	108	300	720	6	15	36	-100	-240	1	0	0	0	0
45	144	150	270	6	15	48	-50	-90	0	0	0	0	0
45	441	525	945	6	15	147	-175	-315	0	0	0	0	0
46	69	276	414	6	2	3	-12	-18	1	0	0	0	0
46	74	506	814	6	23	37	-253	-407	1	0	0	0	0
47	103	329	721	0	47	103	329	721	1	1	0	0	0
48	72	288	432	6	2	3	-12	-18	1	0	0	0	0
48	96	98	144	6	24	48	-49	-72	0	0	0	0	0
48	102	384	816	0	8	17	64	136	1	1	0	0	0
48	132	192	528	0	4	11	16	44	1	1	0	0	0
48	144	169	192	6	48	144	-169	-192	0	0	0	0	0
49	252	338	350	6	49	252	-338	-350	0	0	0	0	0
49	350	448	578	6	49	350	-448	-578	0	0	0	0	0
50	75	300	450	6	2	3	-12	-18	1	0	0	0	0
50	97	98	388	6	50	97	-98	-388	0	0	0	0	0
50	98	320	605	6	50	98	-320	-605	0	0	0	0	0
50	144	147	726	6	50	144	-147	-726	0	0	0	0	0
50	150	450	726	6	25	75	-225	-363	0	0	0	0	0
50	169	196	242	6	50	169	-196	-242	0	0	0	0	0
50	193	242	772	6	50	193	-242	-772	0	0	0	0	0
50	528	726	891	6	50	528	-726	-891	0	0	1	0	0
52	73	208	292	6	52	73	-208	-292	1	0	0	0	0
52	78	312	468	6	2	3	-12	-18	1	0	0	0	0
52	80	377	580	6	52	80	-377	-580	1	0	0	0	0
52	108	468	972	0	13	27	117	243	1	1	0	0	0
52	130	248	620	0	26	65	124	310	1	1	0	0	0
52	143	208	572	0	4	11	16	44	1	1	0	0	0
54	81	324	486	6	2	3	-12	-18	1	0	0	0	0
54	117	396	858	0	18	39	132	286	1	1	0	0	0
54	126	306	714	0	9	21	51	119	1	1	0	0	0
54	171	180	570	0	18	57	60	190	1	1	0	0	0
54	196	216	324	6	27	98	-108	-162	0	0	0	0	0
55	165	195	585	0	11	33	39	117	1	1	0	0	0
56	64	91	104	6	56	64	-91	-104	1	0	0	0	0
56	84	336	504	6	2	3	-12	-18	1	0	0	0	0
56	98	100	252	6	28	49	-50	-126	0	0	0	0	0
56	119	448	952	0	8	17	64	136	1	1	0	0	0
56	144	252	648	0	14	36	63	162	1	1	0	0	0
56	154	224	616	0	4	11	16	44	1	1	0	0	0
56	196	200	448	6	14	49	-50	-112	0	0	0	0	0
58	87	348	522	6	2	3	-12	-18	1	0	0	0	0
58	92	551	874	6	58	92	-551	-874	1	0	0	0	0
58	142	290	710	0	29	71	145	355	1	1	0	0	0
58	242	250	290	6	29	121	-125	-145	0	0	0	0	0
59	529	539	649	6	59	529	-539	-649	0	0	0	0	0
60	90	96	100	6	30	45	-48	-50	0	0	0	0	0
60	90	100	384	6	30	45	-50	-192	0	0	0	0	0
60	90	360	540	6	2	3	-12	-18	1	0	0	0	0
60	144	315	756	0	20	48	105	252	1	1	0	0	0
60	144	400	960	6	15	36	-100	-240	1	0	0	0	0
60	165	240	660	0	4	11	16	44	1	1	0	0	0
60	192	200	360	6	15	48	-50	-90	0	0	0	0	0
61	89	305	445	6	61	89	-305	-445	1	0	0	0	0
62	93	372	558	6	2	3	-12	-18	1	0	0	0	0
62	188	217	658	0	62	188	217	658	1	1	0	0	0
62	496	512	784	6	31	248	-256	-392	0	0	0	0	0
63	87	231	319	6	63	87	-231	-319	1	0	0	0	0
63	147	357	833	0	9	21	51	119	1	1	0	0	0
64	96	384	576	6	2	3	-12	-18	1	0	0	0	0
64	176	256	704	0	4	11	16	44	1	1	0	0	0
65	185	247	703	0	65	185	247	703	1	1	0	0	0
66	84	165	210	6	22	28	-55	-70	1	0	0	0	0
66	99	396	594	6	2	3	-12	-18	1	0	0	0	0
66	198	234	702	0	11	33	39	117	1	1	0	0	0
68	82	136	164	6	34	41	-68	-82	1	0	0	0	0
68	102	408	612	6	2	3	-12	-18	1	0	0	0	0
68	152	442	988	0	34	76	221	494	1	1	0	0	0
68	153	432	972	0	68	153	432	972	1	1	0	0	0
68	187	272	748	0	4	11	16	44	1	1	0	0	0
70	105	420	630	6	2	3	-12	-18	1	0	0	0	0
70	180	315	810	0	14	36	63	162	1	1	0	0	0
70	245	250	560	6	14	49	-50	-112	0	0	0	0	0
72	75	80	120	6	72	75	-80	-120	0	0	0	0	0
72	78	96	104	6	36	39	-48	-52	1	0	0	0	0
72	93	192	248	6	72	93	-192	-248	1	0	0	0	0
72	96	222	296	6	36	48	-111	-148	1	0	0	0	0
72	108	432	648	6	2	3	-12	-18	1	0	0	0	0
72	144	147	216	6	24	48	-49	-72	0	0	0	0	0
72	168	408	952	0	9	21	51	119	1	1	0	0	0
72	192	303	808	0	72	192	303	808	1	1	0	0	0
72	198	288	792	0	4	11	16	44	1	1	0	0	0
72	228	240	760	0	18	57	60	190	1	1	0	0	0
72	363	392	768	6	72	363	-392	-768	0	0	0	0	0
74	111	444	666	6	2	3	-12	-18	1	0	0	0	0
74	116	629	986	6	74	116	-629	-986	1	0	0	0	0
75	240	250	450	6	15	48	-50	-90	0	0	0	0	0
75	288	320	480	6	75	288	-320	-480	0	0	0	0	0
76	95	176	220	6	76	95	-176	-220	1	0	0	0	0
76	104	266	364	6	38	52	-133	-182	1	0	0	0	0
76	114	456	684	6	2	3	-12	-18	1	0	0	0	0
76	209	304	836	0	4	11	16	44	1	1	0	0	0
76	484	496	589	6	76	484	-496	-589	0	0	0	0	0
77	231	273	819	0	11	33	39	117	1	1	0	0	0
78	117	468	702	6	2	3	-12	-18	1	0	0	0	0
78	195	372	930	0	26	65	124	310	1	1	0	0	0
79	121	553	847	6	79	121	-553	-847	1	0	0	0	0
80	120	480	720	6	2	3	-12	-18	1	0	0	0	0
80	144	150	480	6	40	72	-75	-240	0	0	0	0	0
80	220	320	880	0	4	11	16	44	1	1	0	0	0
80	320	400	441	6	80	320	-400	-441	0	0	0	0	0
81	99	171	209	6	81	99	-171	-209	1	0	0	0	0
81	207	369	943	0	81	207	369	943	1	1	0	0	0
81	294	324	486	6	27	98	-108	-162	0	0	0	0	0
82	98	242	738	6	41	49	-121	-369	0	0	0	0	0
82	123	492	738	6	2	3	-12	-18	1	0	0	0	0
84	90	490	525	6	84	90	-490	-525	1	0	0	0	0
84	126	504	756	6	2	3	-12	-18	1	0	0	0	0
84	147	150	378	6	28	49	-50	-126	0	0	0	0	0
84	216	378	972	0	14	36	63	162	1	1	0	0	0
84	231	336	924	0	4	11	16	44	1	1	0	0	0
84	294	300	672	6	14	49	-50	-112	0	0	0	0	0
85	119	335	469	6	85	119	-335	-469	1	0	0	0	0
86	114	258	342	6	43	57	-129	-171	1	0	0	0	0
86	129	516	774	6	2	3	-12	-18	1	0	0	0	0
87	363	375	435	6	29	121	-125	-145	0	0	0	0	0
88	112	220	280	6	22	28	-55	-70	1	0	0	0	0
88	132	528	792	6	2	3	-12	-18	1	0	0	0	0
88	224	374	952	6	44	112	-187	-476	1	0	0	0	0
88	242	352	968	0	4	11	16	44	1	1	0	0	0
88	264	312	936	0	11	33	39	117	1	1	0	0	0
90	132	465	682	6	90	132	-465	-682	1	0	0	0	0
90	135	144	150	6	30	45	-48	-50	0	0	0	0	0
90	135	150	576	6	30	45	-50	-192	0	0	0	0	0
90	135	540	810	6	2	3	-12	-18	1	0	0	0	0
90	285	300	950	0	18	57	60	190	1	1	0	0	0
90	288	300	540	6	15	48	-50	-90	0	0	0	0	0
92	138	552	828	6	2	3	-12	-18	1	0	0	0	0
94	141	564	846	6	2	3	-12	-18	1	0	0	0	0
94	188	263	526	6	94	188	-263	-526	1	0	0	0	0
95	125	169	931	0	95	125	169	931	0	1	0	0	0
96	144	576	864	6	2	3	-12	-18	1	0	0	0	0
96	192	196	288	6	24	48	-49	-72	0	0	0	0	0
96	288	338	384	6	48	144	-169	-192	0	0	0	0	0
97	194	386	772	6	97	194	-386	-772	1	0	0	0	0
98	144	147	294	6	98	144	-147	-294	0	0	0	0	0
98	147	162	588	6	98	147	-162	-588	0	0	0	0	0
98	147	588	882	6	2	3	-12	-18	1	0	0	0	0
98	343	350	784	6	14	49	-50	-112	0	0	0	0	0
98	504	676	700	6	49	252	-338	-350	0	0	0	0	0
98	507	588	882	6	98	507	-588	-882	0	0	0	0	0
99	141	429	611	6	99	141	-429	-611	1	0	0	0	0
100	150	600	900	6	2	3	-12	-18	1	0	0	0	0
100	194	196	776	6	50	97	-98	-388	0	0	0	0	0
100	338	392	484	6	50	169	-196	-242	0	0	0	0	0
102	123	204	246	6	34	41	-68	-82	1	0	0	0	0
102	153	612	918	6	2	3	-12	-18	1	0	0	0	0
104	146	416	584	6	52	73	-208	-292	1	0	0	0	0
104	156	624	936	6	2	3	-12	-18	1	0	0	0	0
105	336	350	630	6	15	48	-50	-90	0	0	0	0	0
106	159	636	954	6	2	3	-12	-18	1	0	0	0	0
108	117	144	156	6	36	39	-48	-52	1	0	0	0	0
108	144	333	444	6	36	48	-111	-148	1	0	0	0	0
108	162	648	972	6	2	3	-12	-18	1	0	0	0	0
108	243	368	828	6	108	243	-368	-828	1	0	0	0	0
108	392	432	648	6	27	98	-108	-162	0	0	0	0	0
110	140	275	350	6	22	28	-55	-70	1	0	0	0	0
110	165	660	990	6	2	3	-12	-18	1	0	0	0	0
112	128	182	208	6	56	64	-91	-104	1	0	0	0	0
112	161	512	736	6	112	161	-512	-736	1	0	0	0	0
112	196	200	504	6	28	49	-50	-126	0	0	0	0	0
112	392	400	896	6	14	49	-50	-112	0	0	0	0	0
114	156	399	546	6	38	52	-133	-182	1	0	0	0	0
115	135	207	243	6	115	135	-207	-243	1	0	0	0	0
116	144	261	324	6	116	144	-261	-324	1	0	0	0	0
116	484	500	580	6	29	121	-125	-145	0	0	0	0	0
118	132	177	198	6	118	132	-177	-198	1	0	0	0	0
118	220	295	550	6	118	220	-295	-550	1	0	0	0	0
120	180	192	200	6	30	45	-48	-50	0	0	0	0	0
120	180	200	768	6	30	45	-50	-192	0	0	0	0	0
120	216	225	720	6	40	72	-75	-240	0	0	0	0	0
120	240	245	360	6	24	48	-49	-72	0	0	0	0	0
120	384	400	720	6	15	48	-50	-90	0	0	0	0	0
120	600	720	961	6	120	600	-720	-961	0	0	0	0	0
122	178	610	890	6	61	89	-305	-445	1	0	0	0	0
124	176	527	748	6	124	176	-527	-748	1	0	0	0	0
126	174	462	638	6	63	87	-231	-319	1	0	0	0	0
129	171	387	513	6	43	57	-129	-171	1	0	0	0	0
130	156	255	306	6	130	156	-255	-306	1	0	0	0	0
132	168	330	420	6	22	28	-55	-70	1	0	0	0	0
135	432	450	810	6	15	48	-50	-90	0	0	0	0	0
135	490	540	810	6	27	98	-108	-162	0	0	0	0	0
136	164	272	328	6	34	41	-68	-82	1	0	0	0	0
136	192	561	792	6	136	192	-561	-792	1	0	0	0	0
140	245	250	630	6	28	49	-50	-126	0	0	0	0	0
143	187	403	527	6	143	187	-403	-527	1	0	0	0	0
144	150	160	240	6	72	75	-80	-120	0	0	0	0	0
144	156	192	208	6	36	39	-48	-52	1	0	0	0	0
144	186	384	496	6	72	93	-192	-248	1	0	0	0	0
144	192	444	592	6	36	48	-111	-148	1	0	0	0	0
144	288	294	432	6	24	48	-49	-72	0	0	0	0	0
144	432	507	576	6	48	144	-169	-192	0	0	0	0	0
145	605	625	725	6	29	121	-125	-145	0	0	0	0	0
150	225	240	250	6	30	45	-48	-50	0	0	0	0	0
150	225	250	960	6	30	45	-50	-192	0	0	0	0	0
150	480	500	900	6	15	48	-50	-90	0	0	0	0	0
150	507	588	726	6	50	169	-196	-242	0	0	0	0	0
150	576	640	960	6	75	288	-320	-480	0	0	0	0	0
152	190	352	440	6	76	95	-176	-220	1	0	0	0	0
152	208	532	728	6	38	52	-133	-182	1	0	0	0	0
154	196	385	490	6	22	28	-55	-70	1	0	0	0	0
154	220	679	970	6	154	220	-679	-970	1	0	0	0	0
156	219	624	876	6	52	73	-208	-292	1	0	0	0	0
160	215	512	688	6	160	215	-512	-688	1	0	0	0	0
160	288	300	960	6	40	72	-75	-240	0	0	0	0	0
160	640	800	882	6	80	320	-400	-441	0	0	0	0	0
161	343	361	368	6	161	343	-361	-368	0	0	0	0	0
162	198	342	418	6	81	99	-171	-209	1	0	0	0	0
162	225	612	850	6	162	225	-612	-850	1	0	0	0	0
162	588	648	972	6	27	98	-108	-162	0	0	0	0	0
165	528	550	990	6	15	48	-50	-90	0	0	0	0	0
168	192	273	312	6	56	64	-91	-104	1	0	0	0	0
168	294	300	756	6	28	49	-50	-126	0	0	0	0	0
168	336	343	504	6	24	48	-49	-72	0	0	0	0	0
170	205	340	410	6	34	41	-68	-82	1	0	0	0	0
170	238	670	938	6	85	119	-335	-469	1	0	0	0	0
