fiber	n	d	status	jacobian_order
t1_2	0	1	boundary	0
t1_2	1	1	boundary	0
t1_2	2	1	boundary	0
t1_2	4	1	good_allowed	384
t1_2	5	1	good_allowed	384
t1_2	6	1	boundary	0
t1_2	8	1	good_allowed	384
t1_2	9	1	good_allowed	384
t1_2	10	1	boundary	0
t1_2	12	1	good_allowed	384
t1_2	14	1	good_allowed	384
t1_2	15	1	good_allowed	384
t1_2	16	1	boundary	0
t1_2	17	1	good_allowed	384
t1_2	18	1	boundary	0
t1_2	1	0	boundary	0
t2_3	0	1	boundary	0
t2_3	1	1	boundary	0
t2_3	2	1	good_allowed	384
t2_3	4	1	boundary	0
t2_3	5	1	boundary	0
t2_3	6	1	good_allowed	384
t2_3	7	1	good_allowed	384
t2_3	9	1	good_allowed	384
t2_3	10	1	good_allowed	384
t2_3	11	1	good_allowed	384
t2_3	14	1	boundary	0
t2_3	15	1	boundary	0
t2_3	16	1	good_allowed	384
t2_3	17	1	good_allowed	384
t2_3	18	1	boundary	0
t2_3	1	0	boundary	0
