family	n	d	parameter	status	jacobian_order
1	0	1	0	boundary	0
1	1	1	1	boundary	0
1	4	1	4	boundary	0
1	5	1	5	boundary	0
1	6	1	6	boundary	0
1	14	1	14	boundary	0
1	22	1	22	boundary	0
1	23	1	23	boundary	0
1	24	1	24	boundary	0
1	27	1	27	boundary	0
1	28	1	28	boundary	0
1	1	0	infinity	boundary	0
2	0	1	0	boundary	0
2	1	1	1	boundary	0
2	3	1	3	good_allowed	960
2	4	1	4	good_allowed	768
2	5	1	5	boundary	0
2	6	1	6	boundary	0
2	7	1	7	good_allowed	768
2	10	1	10	good_allowed	960
2	12	1	12	boundary	0
2	17	1	17	boundary	0
2	19	1	19	good_allowed	960
2	22	1	22	good_allowed	768
2	23	1	23	boundary	0
2	24	1	24	boundary	0
2	25	1	25	good_allowed	768
2	26	1	26	good_allowed	960
2	28	1	28	boundary	0
2	1	0	infinity	boundary	0
3	0	1	0	boundary	0
3	1	1	1	boundary	0
3	5	1	5	good_allowed	768
3	6	1	6	good_allowed	768
3	9	1	9	good_allowed	768
3	12	1	12	boundary	0
3	13	1	13	good_allowed	768
3	16	1	16	good_allowed	768
3	17	1	17	boundary	0
3	20	1	20	good_allowed	768
3	23	1	23	good_allowed	768
3	24	1	24	good_allowed	768
3	28	1	28	boundary	0
3	1	0	infinity	boundary	0
