family	n	d	parameter	status	jacobian_order
1	0	1	0	boundary	0
1	1	1	1	boundary	0
1	2	1	2	boundary	0
1	3	1	3	boundary	0
1	5	1	5	boundary	0
1	7	1	7	boundary	0
1	8	1	8	boundary	0
1	10	1	10	boundary	0
1	11	1	11	boundary	0
1	12	1	12	boundary	0
1	14	1	14	boundary	0
1	15	1	15	boundary	0
1	17	1	17	boundary	0
1	19	1	19	boundary	0
1	20	1	20	boundary	0
1	21	1	21	boundary	0
1	22	1	22	boundary	0
1	1	0	infinity	boundary	0
2	0	1	0	boundary	0
2	1	1	1	boundary	0
2	2	1	2	boundary	0
2	3	1	3	boundary	0
2	8	1	8	boundary	0
2	11	1	11	boundary	0
2	12	1	12	boundary	0
2	15	1	15	boundary	0
2	20	1	20	boundary	0
2	21	1	21	boundary	0
2	22	1	22	boundary	0
2	1	0	infinity	boundary	0
3	0	1	0	boundary	0
3	1	1	1	boundary	0
3	2	1	2	good_allowed	768
3	3	1	3	good_allowed	768
3	4	1	4	boundary	0
3	5	1	5	good_allowed	384
3	6	1	6	boundary	0
3	7	1	7	good_allowed	384
3	8	1	8	good_allowed	768
3	9	1	9	good_allowed	384
3	10	1	10	good_allowed	384
3	11	1	11	good_allowed	768
3	12	1	12	good_allowed	768
3	13	1	13	good_allowed	384
3	14	1	14	good_allowed	384
3	15	1	15	good_allowed	768
3	16	1	16	good_allowed	384
3	17	1	17	boundary	0
3	18	1	18	good_allowed	384
3	19	1	19	boundary	0
3	20	1	20	good_allowed	768
3	21	1	21	good_allowed	768
3	22	1	22	boundary	0
3	1	0	infinity	boundary	0
