family	n	d	parameter	status	jacobian_order
1	0	1	0	boundary	0
1	1	1	1	boundary	0
1	2	1	2	good_allowed	32256
1	4	1	4	good_allowed	28032
1	5	1	5	good_allowed	24192
1	8	1	8	good_allowed	28032
1	11	1	11	good_allowed	33792
1	13	1	13	good_allowed	33792
1	17	1	17	good_allowed	30144
1	19	1	19	good_allowed	26688
1	21	1	21	good_allowed	28032
1	25	1	25	good_allowed	26688
1	26	1	26	good_allowed	29184
1	27	1	27	good_allowed	24192
1	34	1	34	boundary	0
1	35	1	35	good_allowed	28608
1	37	1	37	good_allowed	28032
1	40	1	40	good_allowed	28032
1	42	1	42	good_allowed	28032
1	44	1	44	good_allowed	26688
1	45	1	45	good_allowed	29184
1	51	1	51	good_allowed	28608
1	52	1	52	good_allowed	24192
1	53	1	53	boundary	0
1	55	1	55	good_allowed	32256
1	57	1	57	good_allowed	28032
1	59	1	59	good_allowed	30144
1	60	1	60	good_allowed	24192
1	61	1	61	good_allowed	28608
1	62	1	62	boundary	0
1	63	1	63	good_allowed	24192
1	64	1	64	good_allowed	30144
1	66	1	66	good_allowed	28032
1	67	1	67	good_allowed	24192
1	68	1	68	good_allowed	29184
1	71	1	71	good_allowed	28032
1	76	1	76	good_allowed	33792
1	82	1	82	good_allowed	32256
1	83	1	83	boundary	0
1	84	1	84	good_allowed	32256
1	90	1	90	good_allowed	33792
1	95	1	95	good_allowed	28032
1	98	1	98	good_allowed	29184
1	99	1	99	good_allowed	24192
1	100	1	100	good_allowed	28032
1	102	1	102	good_allowed	30144
1	103	1	103	good_allowed	24192
1	104	1	104	boundary	0
1	105	1	105	good_allowed	28608
1	106	1	106	good_allowed	24192
1	107	1	107	good_allowed	30144
1	109	1	109	good_allowed	28032
1	111	1	111	good_allowed	32256
1	113	1	113	boundary	0
1	114	1	114	good_allowed	24192
1	115	1	115	good_allowed	28608
1	121	1	121	good_allowed	29184
1	122	1	122	good_allowed	26688
1	124	1	124	good_allowed	28032
1	126	1	126	good_allowed	28032
1	129	1	129	good_allowed	28032
1	131	1	131	good_allowed	28608
1	132	1	132	boundary	0
1	139	1	139	good_allowed	24192
1	140	1	140	good_allowed	29184
1	141	1	141	good_allowed	26688
1	145	1	145	good_allowed	28032
1	147	1	147	good_allowed	26688
1	149	1	149	good_allowed	30144
1	153	1	153	good_allowed	33792
1	155	1	155	good_allowed	33792
1	158	1	158	good_allowed	28032
1	161	1	161	good_allowed	24192
1	162	1	162	good_allowed	28032
1	164	1	164	good_allowed	32256
1	165	1	165	boundary	0
1	166	1	166	boundary	0
1	1	0	infinity	boundary	0
2	0	1	0	boundary	0
2	1	1	1	boundary	0
2	3	1	3	good_allowed	32256
2	9	1	9	good_allowed	28032
2	18	1	18	good_allowed	27264
2	23	1	23	good_allowed	29376
2	29	1	29	good_allowed	29376
2	30	1	30	good_allowed	25344
2	32	1	32	good_allowed	23616
2	34	1	34	good_allowed	28032
2	35	1	35	boundary	0
2	36	1	36	good_allowed	28032
2	37	1	37	good_allowed	28032
2	39	1	39	good_allowed	25344
2	47	1	47	good_allowed	23616
2	49	1	49	good_allowed	29376
2	51	1	51	good_allowed	28032
2	52	1	52	good_allowed	29184
2	54	1	54	good_allowed	28032
2	55	1	55	good_allowed	27840
2	56	1	56	good_allowed	32256
2	61	1	61	good_allowed	29184
2	62	1	62	boundary	0
2	65	1	65	good_allowed	27264
2	75	1	75	good_allowed	29376
2	82	1	82	good_allowed	27840
2	85	1	85	good_allowed	27840
2	92	1	92	good_allowed	29376
2	102	1	102	good_allowed	27264
2	105	1	105	boundary	0
2	106	1	106	good_allowed	29184
2	111	1	111	good_allowed	32256
2	112	1	112	good_allowed	27840
2	113	1	113	good_allowed	28032
2	115	1	115	good_allowed	29184
2	116	1	116	good_allowed	28032
2	118	1	118	good_allowed	29376
2	120	1	120	good_allowed	23616
2	128	1	128	good_allowed	25344
2	130	1	130	good_allowed	28032
2	131	1	131	good_allowed	28032
2	132	1	132	boundary	0
2	133	1	133	good_allowed	28032
2	135	1	135	good_allowed	23616
2	137	1	137	good_allowed	25344
2	138	1	138	good_allowed	29376
2	144	1	144	good_allowed	29376
2	149	1	149	good_allowed	27264
2	158	1	158	good_allowed	28032
2	164	1	164	good_allowed	32256
2	166	1	166	boundary	0
2	1	0	infinity	boundary	0
3	0	1	0	boundary	0
3	1	1	1	boundary	0
3	5	1	5	good_allowed	33792
3	8	1	8	good_allowed	24192
3	9	1	9	good_allowed	32256
3	12	1	12	boundary	0
3	14	1	14	boundary	0
3	15	1	15	good_allowed	23040
3	18	1	18	good_allowed	25344
3	19	1	19	good_allowed	33792
3	20	1	20	good_allowed	23040
3	21	1	21	good_allowed	24192
3	25	1	25	good_allowed	23040
3	26	1	26	good_allowed	23040
3	30	1	30	good_allowed	23040
3	31	1	31	good_allowed	29568
3	35	1	35	good_allowed	30720
3	36	1	36	good_allowed	33792
3	37	1	37	good_allowed	32256
3	39	1	39	good_allowed	23040
3	43	1	43	good_allowed	32256
3	44	1	44	good_allowed	33792
3	45	1	45	good_allowed	23040
3	46	1	46	good_allowed	26880
3	48	1	48	good_allowed	25344
3	49	1	49	good_allowed	24192
3	51	1	51	good_allowed	33792
3	53	1	53	good_allowed	26880
3	55	1	55	good_allowed	33792
3	60	1	60	good_allowed	30720
3	62	1	62	good_allowed	30720
