family	n	d	parameter	status	jacobian_order
1	0	1	0	boundary	0
1	1	1	1	boundary	0
1	3	1	3	good_allowed	36480
1	12	1	12	boundary	0
1	13	1	13	good_allowed	38784
1	14	1	14	good_allowed	41280
1	15	1	15	good_allowed	42240
1	37	1	37	good_allowed	43200
1	42	1	42	good_allowed	43200
1	45	1	45	boundary	0
1	46	1	46	good_allowed	38784
1	49	1	49	good_allowed	36480
1	52	1	52	good_allowed	42240
1	53	1	53	good_allowed	41280
1	54	1	54	good_allowed	45696
1	60	1	60	boundary	0
1	61	1	61	boundary	0
1	62	1	62	boundary	0
1	65	1	65	good_allowed	36480
1	69	1	69	good_allowed	45696
1	70	1	70	good_allowed	41280
1	71	1	71	good_allowed	38784
1	75	1	75	good_allowed	45696
1	83	1	83	boundary	0
1	87	1	87	good_allowed	42240
1	89	1	89	good_allowed	43200
1	92	1	92	boundary	0
1	99	1	99	boundary	0
1	106	1	106	boundary	0
1	109	1	109	good_allowed	43200
1	111	1	111	good_allowed	42240
1	115	1	115	boundary	0
1	123	1	123	good_allowed	45696
1	127	1	127	good_allowed	38784
1	128	1	128	good_allowed	41280
1	129	1	129	good_allowed	45696
1	133	1	133	good_allowed	36480
1	136	1	136	boundary	0
1	137	1	137	boundary	0
1	138	1	138	boundary	0
1	144	1	144	good_allowed	45696
1	145	1	145	good_allowed	41280
1	146	1	146	good_allowed	42240
1	149	1	149	good_allowed	36480
1	152	1	152	good_allowed	38784
1	153	1	153	boundary	0
1	156	1	156	good_allowed	43200
1	161	1	161	good_allowed	43200
1	183	1	183	good_allowed	42240
1	184	1	184	good_allowed	41280
1	185	1	185	good_allowed	38784
1	186	1	186	boundary	0
1	195	1	195	good_allowed	36480
1	197	1	197	boundary	0
1	198	1	198	boundary	0
1	1	0	infinity	boundary	0
2	0	1	0	boundary	0
2	1	1	1	boundary	0
2	3	1	3	good_allowed	39936
2	4	1	4	good_allowed	41472
2	6	1	6	good_allowed	35136
2	7	1	7	good_allowed	36864
2	10	1	10	good_allowed	41280
2	11	1	11	good_allowed	38016
2	18	1	18	good_allowed	38016
2	19	1	19	good_allowed	35136
2	20	1	20	good_allowed	41280
2	21	1	21	good_allowed	35136
2	30	1	30	good_allowed	37440
2	31	1	31	good_allowed	39360
2	33	1	33	good_allowed	35136
2	36	1	36	good_allowed	38016
2	45	1	45	boundary	0
2	50	1	50	good_allowed	41472
2	52	1	52	good_allowed	39360
2	57	1	57	good_allowed	36864
2	61	1	61	boundary	0
2	62	1	62	boundary	0
2	66	1	66	good_allowed	39936
2	67	1	67	good_allowed	39744
2	68	1	68	good_allowed	38592
2	69	1	69	good_allowed	42240
2	73	1	73	good_allowed	37440
2	75	1	75	good_allowed	42240
2	77	1	77	good_allowed	39360
2	79	1	79	good_allowed	38592
2	80	1	80	good_allowed	41088
2	81	1	81	good_allowed	35136
2	84	1	84	boundary	0
2	86	1	86	good_allowed	35136
2	88	1	88	good_allowed	39360
2	92	1	92	boundary	0
2	93	1	93	boundary	0
2	94	1	94	good_allowed	38016
2	97	1	97	good_allowed	41088
2	98	1	98	good_allowed	39744
2	101	1	101	good_allowed	39744
2	102	1	102	good_allowed	41088
2	105	1	105	good_allowed	38016
2	106	1	106	boundary	0
2	107	1	107	boundary	0
2	111	1	111	good_allowed	39360
2	113	1	113	good_allowed	35136
2	115	1	115	boundary	0
2	118	1	118	good_allowed	35136
2	119	1	119	good_allowed	41088
2	120	1	120	good_allowed	38592
2	122	1	122	good_allowed	39360
2	124	1	124	good_allowed	42240
2	126	1	126	good_allowed	37440
2	130	1	130	good_allowed	42240
2	131	1	131	good_allowed	38592
2	132	1	132	good_allowed	39744
2	133	1	133	good_allowed	39936
2	137	1	137	boundary	0
2	138	1	138	boundary	0
2	142	1	142	good_allowed	36864
2	147	1	147	good_allowed	39360
2	149	1	149	good_allowed	41472
2	154	1	154	boundary	0
2	163	1	163	good_allowed	38016
2	166	1	166	good_allowed	35136
2	168	1	168	good_allowed	39360
2	169	1	169	good_allowed	37440
2	178	1	178	good_allowed	35136
2	179	1	179	good_allowed	41280
2	180	1	180	good_allowed	35136
2	181	1	181	good_allowed	38016
2	188	1	188	good_allowed	38016
2	189	1	189	good_allowed	41280
2	192	1	192	good_allowed	36864
2	193	1	193	good_allowed	35136
2	195	1	195	good_allowed	41472
2	196	1	196	good_allowed	39936
2	198	1	198	boundary	0
2	1	0	infinity	boundary	0
3	0	1	0	boundary	0
3	1	1	1	boundary	0
3	4	1	4	good_allowed	38400
3	7	1	7	good_allowed	43008
3	8	1	8	good_allowed	33792
3	10	1	10	good_allowed	38400
3	11	1	11	good_allowed	39936
3	15	1	15	good_allowed	38400
3	18	1	18	good_allowed	39936
3	19	1	19	boundary	0
3	20	1	20	good_allowed	38400
3	21	1	21	boundary	0
3	24	1	24	good_allowed	38400
3	25	1	25	good_allowed	33792
3	27	1	27	good_allowed	48384
3	29	1	29	good_allowed	36864
3	31	1	31	good_allowed	41472
3	34	1	34	good_allowed	39936
3	37	1	37	good_allowed	38400
3	41	1	41	good_allowed	39936
3	42	1	42	good_allowed	41472
3	43	1	43	good_allowed	38400
3	45	1	45	good_allowed	33792
3	47	1	47	good_allowed	48384
3	48	1	48	good_allowed	36864
3	49	1	49	good_allowed	43008
3	50	1	50	good_allowed	38400
