family	n	d	parameter	status	jacobian_order
1	0	1	0	boundary	0
1	1	1	1	boundary	0
1	3	1	3	good_allowed	20736
1	5	1	5	good_allowed	20736
1	7	1	7	good_allowed	18816
1	9	1	9	good_allowed	20736
1	11	1	11	good_allowed	16320
1	12	1	12	good_allowed	17856
1	13	1	13	good_allowed	20736
1	16	1	16	good_allowed	20736
1	18	1	18	good_allowed	21120
1	20	1	20	good_allowed	18816
1	21	1	21	good_allowed	21120
1	23	1	23	good_allowed	20736
1	25	1	25	good_allowed	20736
1	28	1	28	good_allowed	20736
1	31	1	31	good_allowed	20736
1	32	1	32	good_allowed	17856
1	34	1	34	good_allowed	20736
1	38	1	38	good_allowed	16320
1	39	1	39	good_allowed	18240
1	41	1	41	good_allowed	18432
1	42	1	42	boundary	0
1	43	1	43	good_allowed	18432
1	45	1	45	good_allowed	20736
1	47	1	47	good_allowed	23040
1	49	1	49	good_allowed	20736
1	52	1	52	good_allowed	18816
1	53	1	53	good_allowed	21120
1	55	1	55	good_allowed	23040
1	56	1	56	good_allowed	18240
1	57	1	57	good_allowed	16320
1	58	1	58	good_allowed	17856
1	60	1	60	good_allowed	18432
1	62	1	62	boundary	0
1	63	1	63	boundary	0
1	64	1	64	boundary	0
1	66	1	66	good_allowed	18240
1	67	1	67	good_allowed	23040
1	69	1	69	boundary	0
1	71	1	71	good_allowed	23040
1	72	1	72	good_allowed	18240
1	74	1	74	boundary	0
1	75	1	75	boundary	0
1	76	1	76	boundary	0
1	78	1	78	good_allowed	18432
1	80	1	80	good_allowed	17856
1	81	1	81	good_allowed	16320
1	82	1	82	good_allowed	18240
1	83	1	83	good_allowed	23040
1	85	1	85	good_allowed	21120
1	86	1	86	good_allowed	18816
1	89	1	89	good_allowed	20736
1	91	1	91	good_allowed	23040
1	93	1	93	good_allowed	20736
1	95	1	95	good_allowed	18432
1	96	1	96	boundary	0
1	97	1	97	good_allowed	18432
1	99	1	99	good_allowed	18240
1	100	1	100	good_allowed	16320
1	104	1	104	good_allowed	20736
1	106	1	106	good_allowed	17856
1	107	1	107	good_allowed	20736
1	110	1	110	good_allowed	20736
1	113	1	113	good_allowed	20736
1	115	1	115	good_allowed	20736
1	117	1	117	good_allowed	21120
1	118	1	118	good_allowed	18816
1	120	1	120	good_allowed	21120
1	122	1	122	good_allowed	20736
1	125	1	125	good_allowed	20736
1	126	1	126	good_allowed	17856
1	127	1	127	good_allowed	16320
1	129	1	129	good_allowed	20736
1	131	1	131	good_allowed	18816
1	133	1	133	good_allowed	20736
1	135	1	135	good_allowed	20736
1	137	1	137	boundary	0
1	138	1	138	boundary	0
1	1	0	infinity	boundary	0
2	0	1	0	boundary	0
2	1	1	1	boundary	0
2	8	1	8	good_allowed	19200
2	9	1	9	good_allowed	19968
2	11	1	11	good_allowed	19776
2	12	1	12	good_allowed	17856
2	19	1	19	good_allowed	21120
2	22	1	22	good_allowed	21120
2	31	1	31	good_allowed	19968
2	38	1	38	good_allowed	19776
2	42	1	42	boundary	0
2	43	1	43	boundary	0
2	52	1	52	good_allowed	19200
2	58	1	58	good_allowed	17856
2	62	1	62	good_allowed	21888
2	63	1	63	boundary	0
2	64	1	64	boundary	0
2	65	1	65	good_allowed	21888
2	74	1	74	good_allowed	21888
2	75	1	75	boundary	0
2	76	1	76	boundary	0
2	77	1	77	good_allowed	21888
2	81	1	81	good_allowed	17856
2	87	1	87	good_allowed	19200
2	96	1	96	boundary	0
2	97	1	97	boundary	0
2	101	1	101	good_allowed	19776
2	108	1	108	good_allowed	19968
2	117	1	117	good_allowed	21120
2	120	1	120	good_allowed	21120
2	127	1	127	good_allowed	17856
2	128	1	128	good_allowed	19776
2	130	1	130	good_allowed	19968
2	131	1	131	good_allowed	19200
2	138	1	138	boundary	0
2	1	0	infinity	boundary	0
3	0	1	0	boundary	0
3	1	1	1	boundary	0
3	2	1	2	good_allowed	18432
3	3	1	3	good_allowed	18432
3	5	1	5	good_allowed	21888
3	7	1	7	good_allowed	18432
3	8	1	8	good_allowed	23040
3	9	1	9	good_allowed	15360
3	10	1	10	good_allowed	21888
3	11	1	11	good_allowed	19584
3	12	1	12	good_allowed	18432
3	14	1	14	good_allowed	21888
3	15	1	15	good_allowed	17280
3	16	1	16	good_allowed	19200
3	18	1	18	good_allowed	18432
3	20	1	20	good_allowed	18432
3	21	1	21	good_allowed	17280
3	24	1	24	good_allowed	19584
3	25	1	25	good_allowed	19584
3	26	1	26	good_allowed	19200
3	27	1	27	good_allowed	15360
3	28	1	28	good_allowed	21888
3	29	1	29	good_allowed	19584
3	31	1	31	good_allowed	15360
3	33	1	33	good_allowed	19584
3	34	1	34	good_allowed	18432
3	36	1	36	good_allowed	15360
3	37	1	37	good_allowed	17280
3	38	1	38	good_allowed	19584
3	40	1	40	good_allowed	19200
3	41	1	41	good_allowed	23040
3	42	1	42	good_allowed	18432
3	43	1	43	good_allowed	18432
3	44	1	44	good_allowed	19584
3	45	1	45	good_allowed	18432
3	46	1	46	good_allowed	18432
3	47	1	47	good_allowed	21888
3	50	1	50	good_allowed	19584
3	52	1	52	good_allowed	23040
3	53	1	53	good_allowed	17280
3	54	1	54	good_allowed	18432
3	56	1	56	good_allowed	19584
3	58	1	58	good_allowed	18432
3	59	1	59	good_allowed	19584
3	60	1	60	good_allowed	19584
