family	n	d	parameter	status	jacobian_order
1	0	1	0	boundary	0
1	1	1	1	boundary	0
1	2	1	2	good_allowed	4032
1	7	1	7	good_allowed	4800
1	9	1	9	good_allowed	4800
1	15	1	15	good_allowed	4800
1	18	1	18	good_allowed	4800
1	20	1	20	good_allowed	4800
1	22	1	22	good_allowed	4032
1	25	1	25	good_allowed	4800
1	29	1	29	boundary	0
1	32	1	32	good_allowed	4032
1	33	1	33	boundary	0
1	34	1	34	good_allowed	4032
1	37	1	37	boundary	0
1	41	1	41	good_allowed	4800
1	44	1	44	good_allowed	4032
1	46	1	46	good_allowed	4800
1	48	1	48	good_allowed	4800
1	51	1	51	good_allowed	4800
1	57	1	57	good_allowed	4800
1	59	1	59	good_allowed	4800
1	64	1	64	good_allowed	4032
1	65	1	65	boundary	0
1	66	1	66	boundary	0
1	1	0	infinity	boundary	0
2	0	1	0	boundary	0
2	1	1	1	boundary	0
2	2	1	2	good_allowed	4416
2	4	1	4	good_allowed	4416
2	9	1	9	good_allowed	4800
2	12	1	12	good_allowed	4416
2	14	1	14	good_allowed	4032
2	15	1	15	good_allowed	4800
2	17	1	17	good_allowed	4416
2	24	1	24	good_allowed	4032
2	28	1	28	good_allowed	4416
2	29	1	29	boundary	0
2	30	1	30	boundary	0
2	33	1	33	good_allowed	4416
2	34	1	34	good_allowed	4416
2	37	1	37	boundary	0
2	38	1	38	boundary	0
2	39	1	39	good_allowed	4416
2	43	1	43	good_allowed	4032
2	50	1	50	good_allowed	4416
2	52	1	52	good_allowed	4800
2	53	1	53	good_allowed	4032
2	55	1	55	good_allowed	4416
2	58	1	58	good_allowed	4800
2	63	1	63	good_allowed	4416
2	65	1	65	good_allowed	4416
2	66	1	66	boundary	0
2	1	0	infinity	boundary	0
3	0	1	0	boundary	0
3	1	1	1	boundary	0
3	4	1	4	good_allowed	4608
3	14	1	14	good_allowed	4608
3	17	1	17	good_allowed	4608
3	24	1	24	good_allowed	4608
3	43	1	43	good_allowed	4608
3	50	1	50	good_allowed	4608
3	53	1	53	good_allowed	4608
3	63	1	63	good_allowed	4608
3	66	1	66	boundary	0
3	1	0	infinity	boundary	0
