family	n	d	parameter	status	jacobian_order
1	0	1	0	boundary	0
1	1	1	1	boundary	0
1	3	1	3	good_allowed	3072
1	4	1	4	good_allowed	2880
1	6	1	6	good_allowed	3072
1	7	1	7	good_allowed	3264
1	10	1	10	good_allowed	3072
1	11	1	11	good_allowed	2880
1	14	1	14	good_allowed	3072
1	15	1	15	good_allowed	2880
1	16	1	16	good_allowed	3072
1	17	1	17	good_allowed	3264
1	18	1	18	good_allowed	3456
1	20	1	20	good_allowed	3072
1	22	1	22	good_allowed	3264
1	23	1	23	good_allowed	3456
1	24	1	24	boundary	0
1	25	1	25	boundary	0
1	26	1	26	boundary	0
1	27	1	27	good_allowed	3456
1	29	1	29	boundary	0
1	31	1	31	good_allowed	3456
1	32	1	32	boundary	0
1	33	1	33	boundary	0
1	34	1	34	boundary	0
1	35	1	35	good_allowed	3456
1	36	1	36	good_allowed	3264
1	38	1	38	good_allowed	3072
1	40	1	40	good_allowed	3456
1	41	1	41	good_allowed	3264
1	42	1	42	good_allowed	3072
1	43	1	43	good_allowed	2880
1	44	1	44	good_allowed	3072
1	47	1	47	good_allowed	2880
1	48	1	48	good_allowed	3072
1	51	1	51	good_allowed	3264
1	52	1	52	good_allowed	3072
1	54	1	54	good_allowed	2880
1	55	1	55	good_allowed	3072
1	57	1	57	boundary	0
1	58	1	58	boundary	0
1	1	0	infinity	boundary	0
2	0	1	0	boundary	0
2	1	1	1	boundary	0
2	3	1	3	good_allowed	4032
2	4	1	4	good_allowed	3456
2	5	1	5	good_allowed	3456
2	6	1	6	good_allowed	3264
2	7	1	7	good_allowed	3456
2	10	1	10	good_allowed	3264
2	11	1	11	good_allowed	2880
2	12	1	12	good_allowed	3456
2	15	1	15	good_allowed	3456
2	16	1	16	good_allowed	2880
2	17	1	17	good_allowed	3456
2	20	1	20	good_allowed	4032
2	25	1	25	boundary	0
2	26	1	26	boundary	0
2	33	1	33	boundary	0
2	34	1	34	boundary	0
2	39	1	39	good_allowed	4032
2	42	1	42	good_allowed	3456
2	43	1	43	good_allowed	2880
2	44	1	44	good_allowed	3456
2	47	1	47	good_allowed	3456
2	48	1	48	good_allowed	2880
2	49	1	49	good_allowed	3264
2	52	1	52	good_allowed	3456
2	53	1	53	good_allowed	3264
2	54	1	54	good_allowed	3456
2	55	1	55	good_allowed	3456
2	56	1	56	good_allowed	4032
2	58	1	58	boundary	0
2	1	0	infinity	boundary	0
3	0	1	0	boundary	0
3	1	1	1	boundary	0
3	2	1	2	good_allowed	2304
3	3	1	3	good_allowed	2304
3	4	1	4	good_allowed	3072
3	5	1	5	good_allowed	3072
3	7	1	7	good_allowed	3456
3	12	1	12	good_allowed	3072
3	14	1	14	good_allowed	3456
3	15	1	15	good_allowed	3072
3	17	1	17	good_allowed	3456
3	18	1	18	good_allowed	3072
3	19	1	19	good_allowed	3072
3	20	1	20	good_allowed	2304
3	21	1	21	good_allowed	3456
3	23	1	23	good_allowed	3072
3	28	1	28	good_allowed	3072
3	29	1	29	good_allowed	2304
3	30	1	30	good_allowed	2304
3	31	1	31	good_allowed	3072
3	36	1	36	good_allowed	3072
3	38	1	38	good_allowed	3456
3	39	1	39	good_allowed	2304
3	40	1	40	good_allowed	3072
3	41	1	41	good_allowed	3072
3	42	1	42	good_allowed	3456
3	44	1	44	good_allowed	3072
3	45	1	45	good_allowed	3456
3	47	1	47	good_allowed	3072
3	52	1	52	good_allowed	3456
3	54	1	54	good_allowed	3072
3	55	1	55	good_allowed	3072
3	56	1	56	good_allowed	2304
3	57	1	57	good_allowed	2304
3	58	1	58	boundary	0
3	1	0	infinity	boundary	0
