family	n	d	parameter	status	jacobian_order
1	0	1	0	boundary	0
1	1	1	1	boundary	0
1	3	1	3	good_allowed	11520
1	4	1	4	good_allowed	9216
1	6	1	6	good_allowed	11904
1	10	1	10	good_allowed	11328
1	14	1	14	good_allowed	11328
1	16	1	16	good_allowed	11328
1	18	1	18	good_allowed	11904
1	19	1	19	good_allowed	11328
1	21	1	21	good_allowed	11520
1	23	1	23	good_allowed	11328
1	26	1	26	good_allowed	11520
1	27	1	27	good_allowed	9216
1	28	1	28	good_allowed	11328
1	31	1	31	good_allowed	11328
1	34	1	34	good_allowed	11520
1	36	1	36	good_allowed	11520
1	38	1	38	good_allowed	11328
1	41	1	41	good_allowed	11328
1	42	1	42	good_allowed	9216
1	44	1	44	good_allowed	11328
1	45	1	45	good_allowed	11904
1	47	1	47	good_allowed	11328
1	49	1	49	good_allowed	11328
1	51	1	51	good_allowed	11520
1	53	1	53	boundary	0
1	55	1	55	good_allowed	11520
1	57	1	57	good_allowed	11328
1	59	1	59	good_allowed	11328
1	61	1	61	good_allowed	11904
1	62	1	62	good_allowed	11328
1	64	1	64	good_allowed	9216
1	65	1	65	good_allowed	11328
1	68	1	68	good_allowed	11328
1	70	1	70	good_allowed	11520
1	72	1	72	good_allowed	11520
1	75	1	75	good_allowed	11328
1	78	1	78	good_allowed	11328
1	79	1	79	good_allowed	9216
1	80	1	80	good_allowed	11520
1	83	1	83	good_allowed	11328
1	85	1	85	good_allowed	11520
1	87	1	87	good_allowed	11328
1	88	1	88	good_allowed	11904
1	90	1	90	good_allowed	11328
1	92	1	92	good_allowed	11328
1	96	1	96	good_allowed	11328
1	100	1	100	good_allowed	11904
1	102	1	102	good_allowed	9216
1	103	1	103	good_allowed	11520
1	105	1	105	boundary	0
1	106	1	106	boundary	0
1	1	0	infinity	boundary	0
2	0	1	0	boundary	0
2	1	1	1	boundary	0
2	2	1	2	good_allowed	12480
2	3	1	3	good_allowed	12288
2	5	1	5	good_allowed	10752
2	6	1	6	good_allowed	11520
2	8	1	8	good_allowed	13824
2	11	1	11	good_allowed	10560
2	13	1	13	good_allowed	10944
2	15	1	15	good_allowed	10752
2	18	1	18	good_allowed	11520
2	21	1	21	good_allowed	11520
2	22	1	22	good_allowed	10560
2	25	1	25	good_allowed	10752
2	28	1	28	good_allowed	11904
2	30	1	30	good_allowed	10752
2	33	1	33	good_allowed	10944
2	34	1	34	good_allowed	10560
2	36	1	36	good_allowed	12288
2	39	1	39	good_allowed	10560
2	40	1	40	good_allowed	13824
2	41	1	41	good_allowed	12480
2	42	1	42	good_allowed	11904
2	43	1	43	good_allowed	10752
2	47	1	47	good_allowed	12480
2	50	1	50	good_allowed	10752
2	51	1	51	good_allowed	11520
2	53	1	53	good_allowed	12480
2	54	1	54	good_allowed	12480
2	56	1	56	good_allowed	11520
2	57	1	57	good_allowed	10752
2	60	1	60	good_allowed	12480
2	64	1	64	good_allowed	10752
2	65	1	65	good_allowed	11904
2	66	1	66	good_allowed	12480
2	67	1	67	good_allowed	13824
2	68	1	68	good_allowed	10560
2	71	1	71	good_allowed	12288
2	73	1	73	good_allowed	10560
2	74	1	74	good_allowed	10944
2	77	1	77	good_allowed	10752
2	79	1	79	good_allowed	11904
2	82	1	82	good_allowed	10752
2	85	1	85	good_allowed	10560
2	86	1	86	good_allowed	11520
2	89	1	89	good_allowed	11520
2	92	1	92	good_allowed	10752
2	94	1	94	good_allowed	10944
2	96	1	96	good_allowed	10560
2	99	1	99	good_allowed	13824
2	101	1	101	good_allowed	11520
2	102	1	102	good_allowed	10752
2	104	1	104	good_allowed	12288
2	105	1	105	good_allowed	12480
2	106	1	106	boundary	0
2	1	0	infinity	boundary	0
3	0	1	0	boundary	0
3	1	1	1	boundary	0
3	2	1	2	good_allowed	9984
3	3	1	3	good_allowed	9984
3	4	1	4	good_allowed	13440
3	5	1	5	good_allowed	11520
3	6	1	6	good_allowed	10752
3	7	1	7	good_allowed	10752
3	8	1	8	good_allowed	15360
3	9	1	9	good_allowed	10752
3	10	1	10	good_allowed	10752
3	11	1	11	good_allowed	13440
3	12	1	12	good_allowed	10752
3	13	1	13	good_allowed	10752
3	14	1	14	good_allowed	15360
3	15	1	15	good_allowed	9216
3	16	1	16	good_allowed	10752
3	17	1	17	good_allowed	13440
3	18	1	18	good_allowed	10752
3	19	1	19	good_allowed	10752
3	20	1	20	good_allowed	10752
3	22	1	22	good_allowed	13440
3	23	1	23	good_allowed	15360
3	24	1	24	good_allowed	9984
3	25	1	25	good_allowed	10752
3	26	1	26	good_allowed	10752
3	27	1	27	good_allowed	13440
3	28	1	28	good_allowed	10752
3	29	1	29	good_allowed	9984
3	30	1	30	good_allowed	10752
3	32	1	32	good_allowed	10752
3	33	1	33	good_allowed	10752
3	34	1	34	good_allowed	13440
3	35	1	35	good_allowed	11520
3	36	1	36	good_allowed	9984
3	37	1	37	good_allowed	10752
3	39	1	39	good_allowed	13440
3	40	1	40	good_allowed	15360
3	41	1	41	good_allowed	9216
3	42	1	42	good_allowed	10752
3	43	1	43	good_allowed	11520
3	44	1	44	good_allowed	13440
3	45	1	45	good_allowed	10752
3	46	1	46	good_allowed	10752
3	47	1	47	good_allowed	9216
3	48	1	48	good_allowed	9984
3	49	1	49	good_allowed	9984
3	50	1	50	good_allowed	9216
3	52	1	52	good_allowed	11520
