fiber	n	d	status	jacobian_order
t1_2	0	1	boundary	0
t1_2	1	1	boundary	0
t1_2	5	1	boundary	0
t1_2	6	1	boundary	0
t1_2	14	1	boundary	0
t1_2	18	1	boundary	0
t1_2	21	1	boundary	0
t1_2	27	1	boundary	0
t1_2	28	1	boundary	0
t1_2	1	0	boundary	0
t2_3	0	1	boundary	0
t2_3	1	1	boundary	0
t2_3	3	1	good_allowed	768
t2_3	4	1	boundary	0
t2_3	5	1	good_allowed	768
t2_3	6	1	good_allowed	768
t2_3	7	1	good_allowed	768
t2_3	9	1	good_allowed	768
t2_3	10	1	good_allowed	768
t2_3	13	1	good_allowed	768
t2_3	14	1	good_allowed	768
t2_3	16	1	good_allowed	768
t2_3	18	1	good_allowed	768
t2_3	19	1	good_allowed	768
t2_3	20	1	good_allowed	768
t2_3	21	1	good_allowed	768
t2_3	22	1	boundary	0
t2_3	25	1	good_allowed	768
t2_3	26	1	good_allowed	768
t2_3	27	1	good_allowed	768
t2_3	28	1	boundary	0
t2_3	1	0	boundary	0
