fiber	n	d	status	jacobian_order
t1_2	0	1	boundary	0
t1_2	1	1	boundary	0
t1_2	3	1	good_allowed	4608
t1_2	6	1	good_allowed	4608
t1_2	8	1	good_allowed	4608
t1_2	15	1	good_allowed	4608
t1_2	16	1	good_allowed	4608
t1_2	18	1	boundary	0
t1_2	19	1	good_allowed	4608
t1_2	30	1	good_allowed	4608
t1_2	32	1	good_allowed	4608
t1_2	34	1	good_allowed	4608
t1_2	36	1	good_allowed	4608
t1_2	39	1	good_allowed	4608
t1_2	40	1	good_allowed	4608
t1_2	42	1	good_allowed	4608
t1_2	49	1	good_allowed	4608
t1_2	50	1	good_allowed	4608
t1_2	51	1	good_allowed	4608
t1_2	52	1	good_allowed	4608
t1_2	56	1	good_allowed	4608
t1_2	58	1	good_allowed	4608
t1_2	61	1	good_allowed	4608
t1_2	63	1	good_allowed	4608
t1_2	64	1	good_allowed	4608
t1_2	66	1	good_allowed	4608
t1_2	69	1	boundary	0
t1_2	71	1	good_allowed	4608
t1_2	72	1	boundary	0
t1_2	1	0	boundary	0
t2_3	0	1	boundary	0
t2_3	1	1	boundary	0
t2_3	6	1	boundary	0
t2_3	16	1	boundary	0
t2_3	24	1	boundary	0
t2_3	32	1	boundary	0
t2_3	61	1	boundary	0
t2_3	70	1	boundary	0
t2_3	72	1	boundary	0
t2_3	1	0	boundary	0
