family	n	d	parameter	status	jacobian_order
4	0	1	0	boundary	0
4	1	1	1	boundary	0
4	4	1	4	good_allowed	10272
4	7	1	7	good_allowed	11520
4	8	1	8	good_allowed	10656
4	9	1	9	boundary	0
4	12	1	12	good_allowed	10656
4	14	1	14	good_allowed	9120
4	15	1	15	good_allowed	11520
4	17	1	17	good_allowed	11616
4	18	1	18	boundary	0
4	19	1	19	boundary	0
4	22	1	22	good_allowed	10464
4	23	1	23	good_allowed	14400
4	24	1	24	good_allowed	10464
4	28	1	28	good_allowed	10752
4	29	1	29	boundary	0
4	30	1	30	good_allowed	11424
4	32	1	32	good_allowed	10560
4	35	1	35	good_allowed	10176
4	39	1	39	boundary	0
4	40	1	40	good_allowed	9216
4	41	1	41	good_allowed	10560
4	44	1	44	good_allowed	10272
4	45	1	45	good_allowed	9888
4	49	1	49	good_allowed	9888
4	50	1	50	boundary	0
4	52	1	52	good_allowed	11424
4	53	1	53	good_allowed	11520
4	54	1	54	good_allowed	11520
4	57	1	57	good_allowed	10656
4	59	1	59	boundary	0
4	60	1	60	good_allowed	10656
4	66	1	66	boundary	0
4	67	1	67	good_allowed	10752
4	69	1	69	good_allowed	10752
4	70	1	70	good_allowed	10560
4	71	1	71	good_allowed	10944
4	74	1	74	good_allowed	11520
4	75	1	75	good_allowed	9408
4	78	1	78	good_allowed	9216
4	79	1	79	good_allowed	10656
4	81	1	81	good_allowed	11520
4	83	1	83	good_allowed	10752
4	85	1	85	good_allowed	11520
4	87	1	87	good_allowed	9888
4	88	1	88	good_allowed	9120
4	91	1	91	good_allowed	11616
4	94	1	94	good_allowed	10560
4	97	1	97	boundary	0
4	101	1	101	good_allowed	10368
4	102	1	102	boundary	0
4	1	0	infinity	boundary	0
