family	n	d	parameter	status	jacobian_order
4	0	1	0	boundary	0
4	1	1	1	boundary	0
4	3	1	3	good_allowed	12384
4	6	1	6	good_allowed	14208
4	7	1	7	good_allowed	13632
4	9	1	9	boundary	0
4	10	1	10	good_allowed	13824
4	12	1	12	good_allowed	11520
4	15	1	15	boundary	0
4	16	1	16	good_allowed	14400
4	22	1	22	good_allowed	11520
4	24	1	24	good_allowed	15840
4	28	1	28	good_allowed	13824
4	29	1	29	good_allowed	13824
4	32	1	32	good_allowed	14208
4	34	1	34	boundary	0
4	35	1	35	good_allowed	12768
4	36	1	36	good_allowed	12384
4	38	1	38	good_allowed	12480
4	39	1	39	good_allowed	11904
4	41	1	41	good_allowed	14208
4	42	1	42	good_allowed	12288
4	49	1	49	good_allowed	13728
4	50	1	50	good_allowed	14784
4	51	1	51	good_allowed	11520
4	52	1	52	boundary	0
4	54	1	54	good_allowed	14208
4	58	1	58	good_allowed	10368
4	59	1	59	good_allowed	12288
4	63	1	63	boundary	0
4	65	1	65	good_allowed	12288
4	66	1	66	good_allowed	11136
4	67	1	67	boundary	0
4	69	1	69	good_allowed	11136
4	71	1	71	good_allowed	13632
4	72	1	72	good_allowed	11136
4	73	1	73	boundary	0
4	74	1	74	good_allowed	14208
4	75	1	75	good_allowed	12480
4	78	1	78	good_allowed	12000
4	79	1	79	good_allowed	12192
4	80	1	80	boundary	0
4	81	1	81	good_allowed	11904
4	82	1	82	good_allowed	12480
4	85	1	85	good_allowed	13824
4	88	1	88	good_allowed	14784
4	90	1	90	good_allowed	12288
4	91	1	91	good_allowed	11808
4	92	1	92	good_allowed	12192
4	93	1	93	good_allowed	12672
4	94	1	94	good_allowed	11904
4	98	1	98	boundary	0
4	100	1	100	boundary	0
4	101	1	101	good_allowed	11520
4	102	1	102	good_allowed	11520
4	103	1	103	good_allowed	12288
4	104	1	104	good_allowed	13728
4	105	1	105	good_allowed	11520
4	106	1	106	good_allowed	12864
4	107	1	107	good_allowed	12288
4	112	1	112	boundary	0
4	1	0	infinity	boundary	0
