family	n	d	parameter	status	jacobian_order
4	0	1	0	boundary	0
4	1	1	1	boundary	0
4	3	1	3	good_allowed	39168
4	6	1	6	good_allowed	35136
4	10	1	10	good_allowed	41472
4	11	1	11	boundary	0
4	12	1	12	good_allowed	37248
4	13	1	13	good_allowed	45696
4	14	1	14	boundary	0
4	15	1	15	good_allowed	35904
4	16	1	16	boundary	0
4	20	1	20	good_allowed	44064
4	22	1	22	good_allowed	37440
4	23	1	23	good_allowed	38784
4	29	1	29	boundary	0
4	30	1	30	good_allowed	40512
4	32	1	32	good_allowed	40608
4	34	1	34	good_allowed	38880
4	36	1	36	good_allowed	37248
4	39	1	39	good_allowed	39072
4	40	1	40	good_allowed	41472
4	41	1	41	good_allowed	35904
4	42	1	42	boundary	0
4	45	1	45	good_allowed	38784
4	48	1	48	good_allowed	36864
4	51	1	51	good_allowed	38016
4	54	1	54	good_allowed	36480
4	55	1	55	good_allowed	39552
4	56	1	56	good_allowed	38496
4	57	1	57	boundary	0
4	58	1	58	good_allowed	38784
4	59	1	59	good_allowed	40512
4	62	1	62	good_allowed	39648
4	63	1	63	boundary	0
4	64	1	64	good_allowed	36864
4	68	1	68	good_allowed	32352
4	72	1	72	good_allowed	36864
4	75	1	75	good_allowed	36672
4	76	1	76	good_allowed	33792
4	80	1	80	good_allowed	37536
4	82	1	82	good_allowed	37248
4	83	1	83	good_allowed	38784
4	88	1	88	good_allowed	36864
4	89	1	89	good_allowed	36864
4	90	1	90	good_allowed	38784
4	91	1	91	good_allowed	42240
4	92	1	92	good_allowed	41280
4	95	1	95	good_allowed	38016
4	98	1	98	good_allowed	39072
4	101	1	101	good_allowed	34560
4	102	1	102	good_allowed	38880
4	104	1	104	good_allowed	41184
4	106	1	106	boundary	0
4	112	1	112	good_allowed	33792
4	114	1	114	good_allowed	37440
4	116	1	116	good_allowed	36864
4	118	1	118	good_allowed	37248
4	119	1	119	good_allowed	40416
4	120	1	120	good_allowed	39744
4	121	1	121	good_allowed	36480
4	122	1	122	boundary	0
4	123	1	123	good_allowed	34560
4	126	1	126	good_allowed	36672
4	127	1	127	good_allowed	39936
4	131	1	131	good_allowed	41472
4	137	1	137	good_allowed	38592
4	139	1	139	good_allowed	38016
4	141	1	141	good_allowed	43968
4	142	1	142	good_allowed	39552
4	143	1	143	boundary	0
4	144	1	144	good_allowed	43872
4	150	1	150	good_allowed	41472
4	151	1	151	good_allowed	34368
4	153	1	153	boundary	0
4	154	1	154	good_allowed	35136
4	158	1	158	good_allowed	41280
4	160	1	160	good_allowed	35712
4	162	1	162	good_allowed	42240
4	164	1	164	good_allowed	38592
4	166	1	166	good_allowed	38976
4	168	1	168	good_allowed	38784
4	170	1	170	good_allowed	38112
4	181	1	181	good_allowed	39360
4	183	1	183	boundary	0
4	185	1	185	good_allowed	35136
4	188	1	188	good_allowed	35904
4	192	1	192	boundary	0
4	194	1	194	good_allowed	38496
4	195	1	195	good_allowed	40704
4	196	1	196	boundary	0
4	1	0	infinity	boundary	0
