family	n	d	parameter	status	jacobian_order
1	0	1	0	boundary	0
1	1	1	1	boundary	0
1	5	1	5	good_allowed	6528
1	7	1	7	good_allowed	6144
1	9	1	9	good_allowed	6144
1	13	1	13	good_allowed	6528
1	14	1	14	good_allowed	6912
1	16	1	16	good_allowed	6528
1	17	1	17	good_allowed	6912
1	18	1	18	good_allowed	6912
1	21	1	21	good_allowed	6912
1	22	1	22	good_allowed	6912
1	23	1	23	boundary	0
1	24	1	24	good_allowed	6912
1	28	1	28	boundary	0
1	29	1	29	boundary	0
1	30	1	30	boundary	0
1	34	1	34	good_allowed	6144
1	39	1	39	boundary	0
1	44	1	44	good_allowed	6144
1	48	1	48	boundary	0
1	49	1	49	boundary	0
1	50	1	50	boundary	0
1	54	1	54	good_allowed	6912
1	55	1	55	boundary	0
1	56	1	56	good_allowed	6912
1	57	1	57	good_allowed	6912
1	60	1	60	good_allowed	6912
1	61	1	61	good_allowed	6912
1	62	1	62	good_allowed	6528
1	64	1	64	good_allowed	6912
1	65	1	65	good_allowed	6528
1	69	1	69	good_allowed	6144
1	71	1	71	good_allowed	6144
1	73	1	73	good_allowed	6528
1	77	1	77	boundary	0
1	78	1	78	boundary	0
1	1	0	infinity	boundary	0
2	0	1	0	boundary	0
2	1	1	1	boundary	0
2	4	1	4	good_allowed	5952
2	6	1	6	good_allowed	6912
2	7	1	7	good_allowed	5952
2	13	1	13	good_allowed	6912
2	19	1	19	good_allowed	5952
2	20	1	20	good_allowed	5952
2	23	1	23	boundary	0
2	24	1	24	boundary	0
2	25	1	25	good_allowed	5952
2	29	1	29	boundary	0
2	30	1	30	boundary	0
2	34	1	34	good_allowed	5952
2	45	1	45	good_allowed	5952
2	49	1	49	boundary	0
2	50	1	50	boundary	0
2	54	1	54	good_allowed	5952
2	55	1	55	boundary	0
2	56	1	56	boundary	0
2	59	1	59	good_allowed	5952
2	60	1	60	good_allowed	5952
2	66	1	66	good_allowed	6912
2	72	1	72	good_allowed	5952
2	73	1	73	good_allowed	6912
2	75	1	75	good_allowed	5952
2	78	1	78	boundary	0
2	1	0	infinity	boundary	0
3	0	1	0	boundary	0
3	1	1	1	boundary	0
3	2	1	2	good_allowed	6144
3	3	1	3	good_allowed	6144
3	5	1	5	good_allowed	6144
3	6	1	6	good_allowed	7680
3	7	1	7	good_allowed	5760
3	8	1	8	boundary	0
3	10	1	10	boundary	0
3	12	1	12	good_allowed	7680
3	13	1	13	good_allowed	7680
3	16	1	16	good_allowed	6144
3	19	1	19	good_allowed	5760
3	23	1	23	good_allowed	6912
3	24	1	24	good_allowed	6912
3	25	1	25	good_allowed	5760
3	26	1	26	good_allowed	6144
3	27	1	27	good_allowed	6144
3	32	1	32	good_allowed	6912
3	33	1	33	good_allowed	7680
3	34	1	34	good_allowed	5760
3	37	1	37	good_allowed	6912
3	38	1	38	good_allowed	6144
3	39	1	39	good_allowed	6144
3	40	1	40	good_allowed	6144
3	41	1	41	good_allowed	6144
3	42	1	42	good_allowed	6912
3	45	1	45	good_allowed	5760
3	46	1	46	good_allowed	7680
3	47	1	47	good_allowed	6912
3	52	1	52	good_allowed	6144
3	53	1	53	good_allowed	6144
3	54	1	54	good_allowed	5760
3	55	1	55	good_allowed	6912
3	56	1	56	good_allowed	6912
3	60	1	60	good_allowed	5760
3	63	1	63	good_allowed	6144
3	66	1	66	good_allowed	7680
3	67	1	67	good_allowed	7680
3	69	1	69	boundary	0
3	71	1	71	boundary	0
3	72	1	72	good_allowed	5760
3	73	1	73	good_allowed	7680
3	74	1	74	good_allowed	6144
3	76	1	76	good_allowed	6144
3	77	1	77	good_allowed	6144
3	78	1	78	boundary	0
3	1	0	infinity	boundary	0
