fiber	n	d	status	jacobian_order
t1_2	0	1	boundary	0
t1_2	1	1	boundary	0
t1_2	7	1	good_allowed	768
t1_2	9	1	good_allowed	768
t1_2	10	1	boundary	0
t1_2	14	1	good_allowed	768
t1_2	15	1	good_allowed	768
t1_2	18	1	boundary	0
t1_2	19	1	boundary	0
t1_2	20	1	good_allowed	768
t1_2	22	1	good_allowed	768
t1_2	24	1	good_allowed	768
t1_2	28	1	boundary	0
t1_2	29	1	good_allowed	768
t1_2	30	1	boundary	0
t1_2	1	0	boundary	0
t2_3	0	1	boundary	0
t2_3	1	1	boundary	0
t2_3	2	1	boundary	0
t2_3	3	1	good_allowed	768
t2_3	6	1	good_allowed	768
t2_3	7	1	boundary	0
t2_3	9	1	boundary	0
t2_3	11	1	good_allowed	768
t2_3	16	1	boundary	0
t2_3	17	1	good_allowed	768
t2_3	18	1	good_allowed	768
t2_3	19	1	good_allowed	768
t2_3	21	1	good_allowed	768
t2_3	26	1	good_allowed	768
t2_3	30	1	boundary	0
t2_3	1	0	boundary	0
