fiber	n	d	status	jacobian_order
t1_2	0	1	boundary	0
t1_2	1	1	boundary	0
t1_2	11	1	good_allowed	4608
t1_2	13	1	good_allowed	6144
t1_2	14	1	good_allowed	4608
t1_2	15	1	good_allowed	4608
t1_2	17	1	good_allowed	4608
t1_2	18	1	good_allowed	4608
t1_2	22	1	good_allowed	4608
t1_2	23	1	good_allowed	6144
t1_2	27	1	good_allowed	6144
t1_2	32	1	good_allowed	6144
t1_2	36	1	good_allowed	4608
t1_2	38	1	boundary	0
t1_2	39	1	good_allowed	4608
t1_2	41	1	good_allowed	6144
t1_2	42	1	good_allowed	6144
t1_2	43	1	good_allowed	4608
t1_2	45	1	boundary	0
t1_2	46	1	good_allowed	4608
t1_2	49	1	good_allowed	4608
t1_2	50	1	good_allowed	4608
t1_2	52	1	boundary	0
t1_2	54	1	good_allowed	4608
t1_2	55	1	good_allowed	6144
t1_2	58	1	good_allowed	4608
t1_2	60	1	good_allowed	4608
t1_2	63	1	good_allowed	4608
t1_2	67	1	good_allowed	4608
t1_2	68	1	good_allowed	4608
t1_2	72	1	boundary	0
t1_2	73	1	good_allowed	6144
t1_2	74	1	good_allowed	4608
t1_2	77	1	good_allowed	4608
t1_2	78	1	boundary	0
t1_2	1	0	boundary	0
t2_3	0	1	boundary	0
t2_3	1	1	boundary	0
t2_3	2	1	good_allowed	7680
t2_3	3	1	good_allowed	9216
t2_3	4	1	good_allowed	6144
t2_3	5	1	boundary	0
t2_3	6	1	good_allowed	7680
t2_3	7	1	good_allowed	8448
t2_3	8	1	good_allowed	8448
t2_3	9	1	good_allowed	6912
t2_3	10	1	good_allowed	8448
t2_3	11	1	good_allowed	8448
t2_3	12	1	good_allowed	8448
t2_3	13	1	good_allowed	7680
t2_3	14	1	good_allowed	9216
t2_3	15	1	good_allowed	7680
t2_3	16	1	boundary	0
t2_3	17	1	good_allowed	9216
t2_3	18	1	good_allowed	6144
t2_3	19	1	good_allowed	7680
t2_3	20	1	good_allowed	6144
t2_3	21	1	good_allowed	6912
t2_3	22	1	good_allowed	6144
t2_3	23	1	good_allowed	6912
t2_3	24	1	good_allowed	6144
t2_3	25	1	good_allowed	7680
t2_3	26	1	good_allowed	7680
t2_3	27	1	good_allowed	6912
t2_3	28	1	good_allowed	7680
t2_3	29	1	good_allowed	8448
t2_3	30	1	good_allowed	8448
t2_3	31	1	good_allowed	6912
t2_3	32	1	good_allowed	6144
t2_3	33	1	good_allowed	8448
t2_3	34	1	good_allowed	8448
t2_3	35	1	good_allowed	7680
t2_3	36	1	good_allowed	8448
t2_3	37	1	good_allowed	8448
t2_3	38	1	good_allowed	8448
t2_3	39	1	good_allowed	6912
t2_3	40	1	good_allowed	7680
t2_3	41	1	good_allowed	6912
t2_3	42	1	good_allowed	6144
t2_3	43	1	good_allowed	6912
t2_3	44	1	good_allowed	6912
t2_3	45	1	good_allowed	7680
t2_3	46	1	good_allowed	6912
t2_3	47	1	good_allowed	8448
t2_3	48	1	good_allowed	7680
t2_3	49	1	boundary	0
t2_3	50	1	boundary	0
t2_3	51	1	good_allowed	6912
t2_3	52	1	good_allowed	8448
t2_3	53	1	good_allowed	9216
t2_3	54	1	good_allowed	6912
t2_3	55	1	good_allowed	6912
t2_3	56	1	good_allowed	6144
t2_3	57	1	good_allowed	8448
t2_3	58	1	good_allowed	7680
t2_3	59	1	good_allowed	8448
t2_3	60	1	good_allowed	6912
t2_3	61	1	good_allowed	8448
t2_3	62	1	good_allowed	6912
t2_3	63	1	good_allowed	7680
t2_3	64	1	good_allowed	6912
t2_3	65	1	good_allowed	6912
t2_3	66	1	good_allowed	7680
t2_3	67	1	good_allowed	6912
t2_3	68	1	good_allowed	6912
t2_3	69	1	good_allowed	8448
t2_3	70	1	good_allowed	7680
t2_3	71	1	good_allowed	8448
t2_3	72	1	good_allowed	7680
t2_3	73	1	good_allowed	7680
t2_3	74	1	good_allowed	7680
t2_3	75	1	good_allowed	8448
t2_3	76	1	good_allowed	7680
t2_3	77	1	good_allowed	6912
t2_3	78	1	boundary	0
t2_3	1	0	boundary	0
