family	n	d	parameter	status	jacobian_order
4	0	1	0	boundary	0
4	1	1	1	boundary	0
4	5	1	5	good_allowed	1248
4	6	1	6	good_allowed	1248
4	7	1	7	good_allowed	864
4	9	1	9	boundary	0
4	10	1	10	boundary	0
4	11	1	11	boundary	0
4	12	1	12	boundary	0
4	14	1	14	good_allowed	960
4	17	1	17	good_allowed	960
4	18	1	18	good_allowed	960
4	22	1	22	good_allowed	960
4	24	1	24	boundary	0
4	25	1	25	good_allowed	864
4	26	1	26	boundary	0
4	27	1	27	boundary	0
4	28	1	28	boundary	0
4	30	1	30	boundary	0
4	1	0	infinity	boundary	0
