family	n	d	parameter	status	jacobian_order
1	0	1	0	boundary	0
1	1	1	1	boundary	0
1	2	1	2	good_allowed	17664
1	3	1	3	good_allowed	19968
1	4	1	4	good_allowed	18816
1	6	1	6	good_allowed	18432
1	8	1	8	boundary	0
1	11	1	11	good_allowed	17280
1	13	1	13	good_allowed	18624
1	14	1	14	boundary	0
1	16	1	16	boundary	0
1	20	1	20	good_allowed	18624
1	23	1	23	good_allowed	18432
1	25	1	25	good_allowed	17280
1	27	1	27	good_allowed	18816
1	29	1	29	good_allowed	18816
1	31	1	31	good_allowed	18816
1	33	1	33	good_allowed	18816
1	34	1	34	good_allowed	19968
1	39	1	39	good_allowed	18432
1	44	1	44	good_allowed	18816
1	45	1	45	good_allowed	17664
1	46	1	46	good_allowed	19968
1	48	1	48	good_allowed	18624
1	49	1	49	boundary	0
1	52	1	52	good_allowed	18816
1	54	1	54	good_allowed	18816
1	57	1	57	good_allowed	17280
1	60	1	60	boundary	0
1	63	1	63	boundary	0
1	66	1	66	good_allowed	18816
1	67	1	67	good_allowed	17664
1	68	1	68	boundary	0
1	69	1	69	good_allowed	17664
1	70	1	70	good_allowed	18816
1	73	1	73	boundary	0
1	76	1	76	boundary	0
1	79	1	79	good_allowed	17280
1	82	1	82	good_allowed	18816
1	84	1	84	good_allowed	18816
1	87	1	87	boundary	0
1	88	1	88	good_allowed	18624
1	90	1	90	good_allowed	19968
1	91	1	91	good_allowed	17664
1	92	1	92	good_allowed	18816
1	97	1	97	good_allowed	18432
1	102	1	102	good_allowed	19968
1	103	1	103	good_allowed	18816
1	105	1	105	good_allowed	18816
1	107	1	107	good_allowed	18816
1	109	1	109	good_allowed	18816
1	111	1	111	good_allowed	17280
1	113	1	113	good_allowed	18432
1	116	1	116	good_allowed	18624
1	120	1	120	boundary	0
1	122	1	122	boundary	0
1	123	1	123	good_allowed	18624
1	125	1	125	good_allowed	17280
1	128	1	128	boundary	0
1	130	1	130	good_allowed	18432
1	132	1	132	good_allowed	18816
1	133	1	133	good_allowed	19968
1	134	1	134	good_allowed	17664
1	135	1	135	boundary	0
1	136	1	136	boundary	0
1	1	0	infinity	boundary	0
2	0	1	0	boundary	0
2	1	1	1	boundary	0
2	10	1	10	good_allowed	18624
2	14	1	14	boundary	0
2	16	1	16	boundary	0
2	20	1	20	good_allowed	19968
2	30	1	30	good_allowed	16320
2	31	1	31	good_allowed	17664
2	32	1	32	good_allowed	16320
2	33	1	33	good_allowed	17664
2	35	1	35	good_allowed	16704
2	37	1	37	boundary	0
2	41	1	41	good_allowed	18624
2	42	1	42	good_allowed	17664
2	43	1	43	good_allowed	18816
2	45	1	45	good_allowed	19200
2	47	1	47	good_allowed	16704
2	48	1	48	good_allowed	19968
2	49	1	49	boundary	0
2	50	1	50	good_allowed	16320
2	51	1	51	good_allowed	18816
2	53	1	53	good_allowed	17664
2	54	1	54	good_allowed	17664
2	59	1	59	good_allowed	16320
2	60	1	60	boundary	0
2	62	1	62	good_allowed	17664
2	63	1	63	good_allowed	16320
2	65	1	65	good_allowed	16320
2	67	1	67	good_allowed	19200
2	70	1	70	good_allowed	19200
2	72	1	72	good_allowed	16320
2	74	1	74	good_allowed	16320
2	75	1	75	good_allowed	17664
2	77	1	77	boundary	0
2	78	1	78	good_allowed	16320
2	83	1	83	good_allowed	17664
2	84	1	84	good_allowed	17664
2	86	1	86	good_allowed	18816
2	87	1	87	good_allowed	16320
2	88	1	88	boundary	0
2	89	1	89	good_allowed	19968
2	90	1	90	good_allowed	16704
2	92	1	92	good_allowed	19200
2	94	1	94	good_allowed	18816
2	95	1	95	good_allowed	17664
2	96	1	96	good_allowed	18624
2	100	1	100	boundary	0
2	102	1	102	good_allowed	16704
2	104	1	104	good_allowed	17664
2	105	1	105	good_allowed	16320
2	106	1	106	good_allowed	17664
2	107	1	107	good_allowed	16320
2	117	1	117	good_allowed	19968
2	121	1	121	boundary	0
2	123	1	123	boundary	0
2	127	1	127	good_allowed	18624
2	136	1	136	boundary	0
2	1	0	infinity	boundary	0
3	0	1	0	boundary	0
3	1	1	1	boundary	0
3	2	1	2	good_allowed	18432
3	3	1	3	good_allowed	18432
3	4	1	4	good_allowed	18432
3	5	1	5	good_allowed	18432
3	7	1	7	good_allowed	21888
3	8	1	8	good_allowed	18432
3	9	1	9	good_allowed	21888
3	10	1	10	good_allowed	17280
3	11	1	11	good_allowed	18432
3	12	1	12	good_allowed	18432
3	14	1	14	good_allowed	17280
3	15	1	15	good_allowed	18432
3	16	1	16	good_allowed	18432
3	17	1	17	good_allowed	18432
3	18	1	18	good_allowed	18432
3	22	1	22	good_allowed	18432
3	25	1	25	good_allowed	18432
3	28	1	28	good_allowed	18432
3	29	1	29	good_allowed	17280
3	30	1	30	boundary	0
3	31	1	31	good_allowed	18432
3	32	1	32	boundary	0
3	33	1	33	good_allowed	21888
3	34	1	34	good_allowed	18432
3	35	1	35	good_allowed	21888
3	37	1	37	boundary	0
3	38	1	38	good_allowed	18432
3	39	1	39	good_allowed	21888
3	41	1	41	good_allowed	17280
3	43	1	43	good_allowed	18432
3	44	1	44	good_allowed	18432
3	45	1	45	good_allowed	18432
3	46	1	46	good_allowed	18432
3	47	1	47	good_allowed	21888
3	49	1	49	good_allowed	17280
3	50	1	50	good_allowed	17280
3	51	1	51	good_allowed	18432
