family	n	d	parameter	status	jacobian_order
1	0	1	0	boundary	0
1	1	1	1	boundary	0
1	8	1	8	good_allowed	6336
1	16	1	16	good_allowed	7680
1	17	1	17	good_allowed	8064
1	18	1	18	good_allowed	6912
1	22	1	22	good_allowed	6912
1	23	1	23	good_allowed	8064
1	26	1	26	good_allowed	7680
1	30	1	30	good_allowed	6336
1	34	1	34	good_allowed	6912
1	36	1	36	good_allowed	6336
1	38	1	38	good_allowed	8064
1	39	1	39	good_allowed	7680
1	41	1	41	boundary	0
1	43	1	43	good_allowed	7680
1	44	1	44	good_allowed	8064
1	46	1	46	good_allowed	6336
1	48	1	48	good_allowed	6912
1	52	1	52	good_allowed	6336
1	56	1	56	good_allowed	7680
1	59	1	59	good_allowed	8064
1	60	1	60	good_allowed	6912
1	64	1	64	good_allowed	6912
1	65	1	65	good_allowed	8064
1	66	1	66	good_allowed	7680
1	74	1	74	good_allowed	6336
1	81	1	81	boundary	0
1	82	1	82	boundary	0
1	1	0	infinity	boundary	0
2	0	1	0	boundary	0
2	1	1	1	boundary	0
2	3	1	3	good_allowed	6336
2	7	1	7	good_allowed	6336
2	8	1	8	good_allowed	6912
2	9	1	9	good_allowed	5952
2	12	1	12	good_allowed	6336
2	13	1	13	good_allowed	6912
2	16	1	16	good_allowed	7680
2	22	1	22	good_allowed	6912
2	24	1	24	good_allowed	7680
2	26	1	26	good_allowed	7680
2	28	1	28	good_allowed	6336
2	30	1	30	good_allowed	7680
2	31	1	31	good_allowed	6912
2	32	1	32	good_allowed	6912
2	34	1	34	good_allowed	6912
2	36	1	36	good_allowed	7680
2	37	1	37	good_allowed	5952
2	38	1	38	good_allowed	7680
2	45	1	45	good_allowed	7680
2	46	1	46	good_allowed	5952
2	47	1	47	good_allowed	7680
2	49	1	49	good_allowed	6912
2	51	1	51	good_allowed	6912
2	52	1	52	good_allowed	6912
2	53	1	53	good_allowed	7680
2	55	1	55	good_allowed	6336
2	57	1	57	good_allowed	7680
2	59	1	59	good_allowed	7680
2	61	1	61	good_allowed	6912
2	67	1	67	good_allowed	7680
2	70	1	70	good_allowed	6912
2	71	1	71	good_allowed	6336
2	74	1	74	good_allowed	5952
2	75	1	75	good_allowed	6912
2	76	1	76	good_allowed	6336
2	80	1	80	good_allowed	6336
2	82	1	82	boundary	0
2	1	0	infinity	boundary	0
3	0	1	0	boundary	0
3	1	1	1	boundary	0
3	2	1	2	good_allowed	9216
3	3	1	3	good_allowed	9216
3	4	1	4	good_allowed	5760
3	5	1	5	good_allowed	7680
3	6	1	6	good_allowed	6912
3	7	1	7	good_allowed	8448
3	8	1	8	good_allowed	5760
3	10	1	10	good_allowed	5760
3	11	1	11	good_allowed	5760
3	12	1	12	good_allowed	8448
3	13	1	13	good_allowed	5760
3	14	1	14	good_allowed	6912
3	15	1	15	good_allowed	5760
3	16	1	16	good_allowed	5760
3	17	1	17	good_allowed	7680
3	18	1	18	good_allowed	6912
3	20	1	20	good_allowed	8448
3	21	1	21	good_allowed	5760
3	23	1	23	good_allowed	6912
3	25	1	25	good_allowed	5760
3	26	1	26	good_allowed	5760
3	27	1	27	good_allowed	7680
3	28	1	28	good_allowed	9216
3	29	1	29	good_allowed	8448
3	30	1	30	good_allowed	7680
3	31	1	31	good_allowed	5760
3	32	1	32	good_allowed	5760
3	33	1	33	good_allowed	7680
3	36	1	36	good_allowed	7680
3	39	1	39	good_allowed	7680
3	40	1	40	good_allowed	7680
3	41	1	41	good_allowed	9216
3	42	1	42	good_allowed	9216
3	43	1	43	good_allowed	7680
3	44	1	44	good_allowed	7680
3	47	1	47	good_allowed	7680
3	50	1	50	good_allowed	7680
3	51	1	51	good_allowed	5760
3	52	1	52	good_allowed	5760
3	53	1	53	good_allowed	7680
3	54	1	54	good_allowed	8448
3	55	1	55	good_allowed	9216
3	56	1	56	good_allowed	7680
3	57	1	57	good_allowed	5760
3	58	1	58	good_allowed	5760
3	60	1	60	good_allowed	6912
3	62	1	62	good_allowed	5760
3	63	1	63	good_allowed	8448
3	65	1	65	good_allowed	6912
3	66	1	66	good_allowed	7680
3	67	1	67	good_allowed	5760
3	68	1	68	good_allowed	5760
3	69	1	69	good_allowed	6912
3	70	1	70	good_allowed	5760
3	71	1	71	good_allowed	8448
3	72	1	72	good_allowed	5760
3	73	1	73	good_allowed	5760
3	75	1	75	good_allowed	5760
3	76	1	76	good_allowed	8448
3	77	1	77	good_allowed	6912
3	78	1	78	good_allowed	7680
3	79	1	79	good_allowed	5760
3	80	1	80	good_allowed	9216
3	81	1	81	good_allowed	9216
3	82	1	82	boundary	0
3	1	0	infinity	boundary	0
