family	n	d	parameter	status	jacobian_order
1	0	1	0	boundary	0
1	1	1	1	boundary	0
1	8	1	8	boundary	0
1	15	1	15	boundary	0
1	16	1	16	boundary	0
1	1	0	infinity	boundary	0
2	0	1	0	boundary	0
2	1	1	1	boundary	0
2	2	1	2	boundary	0
2	4	1	4	boundary	0
2	8	1	8	boundary	0
2	9	1	9	boundary	0
2	13	1	13	boundary	0
2	15	1	15	boundary	0
2	16	1	16	boundary	0
2	1	0	infinity	boundary	0
3	0	1	0	boundary	0
3	1	1	1	boundary	0
3	2	1	2	good_allowed	384
3	3	1	3	good_allowed	384
3	4	1	4	boundary	0
3	5	1	5	boundary	0
3	6	1	6	good_allowed	384
3	7	1	7	boundary	0
3	8	1	8	good_allowed	384
3	9	1	9	good_allowed	384
3	10	1	10	boundary	0
3	11	1	11	good_allowed	384
3	12	1	12	boundary	0
3	13	1	13	boundary	0
3	14	1	14	good_allowed	384
3	15	1	15	good_allowed	384
3	16	1	16	boundary	0
3	1	0	infinity	boundary	0
