family	n	d	parameter	status	jacobian_order
4	0	1	0	boundary	0
4	1	1	1	boundary	0
4	2	1	2	good_allowed	29088
4	3	1	3	good_allowed	28032
4	4	1	4	good_allowed	24864
4	10	1	10	good_allowed	26112
4	11	1	11	good_allowed	28224
4	20	1	20	good_allowed	32256
4	21	1	21	good_allowed	28032
4	24	1	24	good_allowed	32256
4	26	1	26	boundary	0
4	27	1	27	good_allowed	30720
4	28	1	28	good_allowed	30720
4	30	1	30	good_allowed	28608
4	31	1	31	good_allowed	26688
4	35	1	35	good_allowed	32256
4	36	1	36	boundary	0
4	40	1	40	good_allowed	29376
4	42	1	42	good_allowed	29952
4	47	1	47	boundary	0
4	48	1	48	good_allowed	26112
4	49	1	49	good_allowed	30144
4	50	1	50	good_allowed	29952
4	51	1	51	good_allowed	30048
4	53	1	53	good_allowed	28032
4	56	1	56	good_allowed	34464
4	57	1	57	good_allowed	28224
4	58	1	58	good_allowed	30720
4	59	1	59	good_allowed	29760
4	61	1	61	good_allowed	30528
4	62	1	62	boundary	0
4	64	1	64	good_allowed	28800
4	66	1	66	good_allowed	32160
4	67	1	67	good_allowed	30912
4	72	1	72	good_allowed	30144
4	74	1	74	good_allowed	24864
4	75	1	75	good_allowed	28032
4	77	1	77	good_allowed	32928
4	79	1	79	good_allowed	28512
4	80	1	80	boundary	0
4	87	1	87	good_allowed	32352
4	88	1	88	boundary	0
4	89	1	89	good_allowed	28800
4	91	1	91	good_allowed	29184
4	93	1	93	boundary	0
4	97	1	97	good_allowed	30912
4	98	1	98	good_allowed	30720
4	101	1	101	good_allowed	25536
4	106	1	106	boundary	0
4	112	1	112	good_allowed	29184
4	117	1	117	good_allowed	29184
4	119	1	119	good_allowed	29376
4	121	1	121	good_allowed	30528
4	122	1	122	good_allowed	25536
4	123	1	123	good_allowed	29184
4	126	1	126	good_allowed	27456
4	127	1	127	good_allowed	28224
4	130	1	130	good_allowed	27840
4	131	1	131	good_allowed	32256
4	132	1	132	good_allowed	27360
4	136	1	136	good_allowed	28608
4	143	1	143	good_allowed	28608
4	144	1	144	good_allowed	28032
4	145	1	145	good_allowed	29376
4	146	1	146	good_allowed	29760
4	149	1	149	good_allowed	27264
4	152	1	152	good_allowed	31296
4	153	1	153	good_allowed	28032
4	154	1	154	good_allowed	30720
4	155	1	155	good_allowed	28608
4	156	1	156	good_allowed	32256
4	157	1	157	good_allowed	29952
4	158	1	158	good_allowed	30144
4	164	1	164	good_allowed	29952
4	169	1	169	boundary	0
4	170	1	170	good_allowed	32256
4	171	1	171	good_allowed	28704
4	172	1	172	boundary	0
4	1	0	infinity	boundary	0
