family	n	d	parameter	status	jacobian_order
4	0	1	0	boundary	0
4	1	1	1	boundary	0
4	4	1	4	good_allowed	5952
4	5	1	5	good_allowed	5184
4	6	1	6	good_allowed	5952
4	8	1	8	good_allowed	6336
4	9	1	9	good_allowed	5184
4	20	1	20	good_allowed	4992
4	22	1	22	good_allowed	4992
4	23	1	23	boundary	0
4	25	1	25	boundary	0
4	26	1	26	good_allowed	4800
4	27	1	27	boundary	0
4	29	1	29	good_allowed	4320
4	33	1	33	boundary	0
4	34	1	34	good_allowed	4608
4	42	1	42	boundary	0
4	45	1	45	boundary	0
4	46	1	46	boundary	0
4	48	1	48	good_allowed	6048
4	49	1	49	good_allowed	5184
4	50	1	50	good_allowed	5184
4	53	1	53	good_allowed	5184
4	54	1	54	boundary	0
4	56	1	56	good_allowed	5952
4	57	1	57	boundary	0
4	59	1	59	good_allowed	5184
4	61	1	61	boundary	0
4	67	1	67	good_allowed	5376
4	70	1	70	good_allowed	5184
4	71	1	71	boundary	0
4	72	1	72	boundary	0
4	1	0	infinity	boundary	0
