family	n	d	parameter	status	jacobian_order
4	0	1	0	boundary	0
4	1	1	1	boundary	0
4	2	1	2	good_allowed	1728
4	6	1	6	good_allowed	2016
4	10	1	10	good_allowed	1920
4	11	1	11	boundary	0
4	12	1	12	good_allowed	2016
4	16	1	16	boundary	0
4	18	1	18	good_allowed	1920
4	19	1	19	good_allowed	1920
4	20	1	20	good_allowed	1536
4	22	1	22	good_allowed	1824
4	25	1	25	boundary	0
4	27	1	27	good_allowed	1728
4	29	1	29	boundary	0
4	31	1	31	good_allowed	2304
4	34	1	34	boundary	0
4	35	1	35	good_allowed	1824
4	37	1	37	good_allowed	1824
4	42	1	42	boundary	0
4	1	0	infinity	boundary	0
