family	n	d	parameter	status	jacobian_order
1	0	1	0	boundary	0
1	1	1	1	boundary	0
1	2	1	2	good_allowed	10752
1	6	1	6	good_allowed	11520
1	7	1	7	good_allowed	11904
1	11	1	11	good_allowed	10560
1	12	1	12	good_allowed	11904
1	14	1	14	good_allowed	9216
1	15	1	15	good_allowed	9984
1	16	1	16	good_allowed	11520
1	18	1	18	good_allowed	11520
1	20	1	20	boundary	0
1	21	1	21	good_allowed	9216
1	24	1	24	good_allowed	9792
1	27	1	27	good_allowed	10560
1	29	1	29	good_allowed	9792
1	32	1	32	good_allowed	9792
1	34	1	34	good_allowed	10752
1	35	1	35	boundary	0
1	37	1	37	good_allowed	11520
1	39	1	39	good_allowed	11520
1	42	1	42	good_allowed	10560
1	43	1	43	good_allowed	11904
1	44	1	44	good_allowed	11520
1	45	1	45	good_allowed	9984
1	46	1	46	boundary	0
1	47	1	47	good_allowed	9984
1	48	1	48	good_allowed	9216
1	49	1	49	boundary	0
1	50	1	50	good_allowed	10752
1	51	1	51	boundary	0
1	52	1	52	good_allowed	10752
1	53	1	53	boundary	0
1	54	1	54	good_allowed	9216
1	55	1	55	good_allowed	9984
1	56	1	56	boundary	0
1	57	1	57	good_allowed	9984
1	58	1	58	good_allowed	11520
1	59	1	59	good_allowed	11904
1	60	1	60	good_allowed	10560
1	63	1	63	good_allowed	11520
1	65	1	65	good_allowed	11520
1	67	1	67	boundary	0
1	68	1	68	good_allowed	10752
1	70	1	70	good_allowed	9792
1	73	1	73	good_allowed	9792
1	75	1	75	good_allowed	10560
1	78	1	78	good_allowed	9792
1	81	1	81	good_allowed	9216
1	82	1	82	boundary	0
1	84	1	84	good_allowed	11520
1	86	1	86	good_allowed	11520
1	87	1	87	good_allowed	9984
1	88	1	88	good_allowed	9216
1	90	1	90	good_allowed	11904
1	91	1	91	good_allowed	10560
1	95	1	95	good_allowed	11904
1	96	1	96	good_allowed	11520
1	100	1	100	good_allowed	10752
1	101	1	101	boundary	0
1	102	1	102	boundary	0
1	1	0	infinity	boundary	0
2	0	1	0	boundary	0
2	1	1	1	boundary	0
2	2	1	2	good_allowed	11136
2	7	1	7	good_allowed	11520
2	8	1	8	good_allowed	10560
2	10	1	10	good_allowed	11520
2	13	1	13	good_allowed	10560
2	15	1	15	good_allowed	11520
2	16	1	16	good_allowed	9792
2	18	1	18	good_allowed	11520
2	21	1	21	boundary	0
2	27	1	27	good_allowed	9792
2	31	1	31	good_allowed	11520
2	40	1	40	good_allowed	11520
2	42	1	42	good_allowed	9792
2	44	1	44	good_allowed	11520
2	45	1	45	good_allowed	9792
2	46	1	46	boundary	0
2	47	1	47	boundary	0
2	48	1	48	good_allowed	11520
2	49	1	49	boundary	0
2	51	1	51	good_allowed	11136
2	52	1	52	good_allowed	11136
2	54	1	54	boundary	0
2	55	1	55	good_allowed	11520
2	56	1	56	boundary	0
2	57	1	57	boundary	0
2	58	1	58	good_allowed	9792
2	59	1	59	good_allowed	11520
2	61	1	61	good_allowed	9792
2	63	1	63	good_allowed	11520
2	72	1	72	good_allowed	11520
2	76	1	76	good_allowed	9792
2	82	1	82	boundary	0
2	85	1	85	good_allowed	11520
2	87	1	87	good_allowed	9792
2	88	1	88	good_allowed	11520
2	90	1	90	good_allowed	10560
2	93	1	93	good_allowed	11520
2	95	1	95	good_allowed	10560
2	96	1	96	good_allowed	11520
2	101	1	101	good_allowed	11136
2	102	1	102	boundary	0
2	1	0	infinity	boundary	0
3	0	1	0	boundary	0
3	1	1	1	boundary	0
3	2	1	2	good_allowed	10752
3	3	1	3	good_allowed	10752
3	4	1	4	good_allowed	10752
3	6	1	6	good_allowed	10752
3	7	1	7	good_allowed	13440
3	8	1	8	good_allowed	10752
3	9	1	9	good_allowed	10752
3	10	1	10	good_allowed	9984
3	11	1	11	good_allowed	10752
3	12	1	12	good_allowed	8448
3	13	1	13	good_allowed	10752
3	14	1	14	good_allowed	10752
3	15	1	15	good_allowed	8448
3	16	1	16	good_allowed	10752
3	17	1	17	good_allowed	10752
3	18	1	18	good_allowed	10752
3	19	1	19	good_allowed	11520
3	20	1	20	good_allowed	10752
3	22	1	22	good_allowed	10752
3	23	1	23	good_allowed	10752
3	24	1	24	good_allowed	11520
3	25	1	25	good_allowed	13440
3	26	1	26	good_allowed	10752
3	27	1	27	good_allowed	10752
3	28	1	28	good_allowed	10752
3	30	1	30	good_allowed	11520
3	31	1	31	good_allowed	9984
3	33	1	33	good_allowed	13440
3	34	1	34	good_allowed	10752
3	36	1	36	good_allowed	10752
3	37	1	37	boundary	0
3	38	1	38	good_allowed	11520
3	39	1	39	boundary	0
3	40	1	40	good_allowed	10752
3	42	1	42	good_allowed	10752
3	43	1	43	good_allowed	8448
3	44	1	44	good_allowed	13440
3	45	1	45	good_allowed	10752
3	46	1	46	good_allowed	9984
3	47	1	47	good_allowed	9984
3	48	1	48	good_allowed	8448
3	51	1	51	good_allowed	10752
3	52	1	52	good_allowed	10752
3	55	1	55	good_allowed	8448
3	56	1	56	good_allowed	9984
3	57	1	57	good_allowed	9984
3	58	1	58	good_allowed	10752
3	59	1	59	good_allowed	13440
3	60	1	60	good_allowed	8448
3	61	1	61	good_allowed	10752
3	63	1	63	good_allowed	10752
3	64	1	64	boundary	0
3	65	1	65	good_allowed	11520
3	66	1	66	boundary	0
